series,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share,n_pct
strategy,0.2731913450008061,0.674381489613754,-0.9480014970165829,298.8185432746905,0.40509911557221717,226,0.25050437121721586,0.0,0.0
strategy,0.6197968608243356,0.6608706517906009,-0.9391138383819198,87720.84599845714,0.9378489711186635,281,0.22259583053127102,0.027908540685944856,0.5
strategy,0.6248851120583994,0.6608724960461168,-0.9391138383819199,94459.89194246987,0.9455456473025833,279,0.2219233355749832,0.028581035642232685,1.0
strategy,0.6315179084107931,0.6608691391941025,-0.9391138383819199,103991.73474641259,0.9555869247895252,278,0.2214189643577673,0.029085406859448555,1.5
strategy,0.6345972513639497,0.660364425850703,-0.9383468310952953,108723.81023637402,0.960980371628046,276,0.2175521183591123,0.03295225285810356,2.0
strategy,0.636685172562206,0.6602799121033944,-0.9383468310952953,112048.92093710166,0.964265549945288,274,0.21671149966375253,0.03379287155346335,2.5
strategy,0.6417277696264008,0.6597958804823266,-0.9383468310952952,120485.87369338902,0.9726156052342769,271,0.214862138533961,0.03564223268325487,3.0
strategy,0.6514609880145774,0.6594866588819407,-0.9383468310952952,138522.21121126346,0.9878304272584231,270,0.21351714862138535,0.03698722259583053,3.5
strategy,0.6546951771010991,0.6593598776413329,-0.9383468310952952,145067.8717405734,0.9929254103890575,269,0.21234028244788164,0.03816408876933423,4.0
strategy,0.6584401681456271,0.6592323126147596,-0.9383468310952953,153017.5007231593,0.9987983834317974,267,0.21065904505716207,0.0398453261600538,4.5
strategy,0.6729102633313049,0.6589491847342289,-0.9383468310952952,187835.24095229825,1.021186881963754,266,0.20914593140551446,0.04135843981170141,5.0
strategy,0.6867555883748759,0.658812431690967,-0.9383468310952952,228165.890972892,1.0424144344273947,264,0.2078009414929388,0.04270342972427707,5.5
strategy,0.6944189710449609,0.6583919245935371,-0.9383468310952952,253927.21006114446,1.0547197574965175,262,0.2066240753194351,0.043880295897780766,6.0
strategy,0.7050923462030259,0.6582763710470261,-0.9383468310952953,294487.3404281928,1.0711190272279352,261,0.20578345662407532,0.04472091459314055,6.5
strategy,0.7270291781779794,0.6568693103300279,-0.9375918369070653,398184.17679437995,1.1068094775393014,261,0.20225285810356422,0.048251513113651646,7.0
strategy,0.7184191952716048,0.6562110606366222,-0.9375918369070653,353883.65936523816,1.094798973023453,259,0.19973100201748487,0.050773369199731,7.5
strategy,0.7415525537203589,0.6549239238410212,-0.9375918369070653,485190.3703725536,1.132272813262455,256,0.1972091459314055,0.053295225285810356,8.0
strategy,0.775011756403468,0.6530183587616029,-0.9375918369070654,760241.092280803,1.1868146523065843,255,0.1933422999327505,0.05716207128446537,8.5
strategy,0.7901129776761668,0.6524785272815332,-0.9352197132142769,928491.0250144198,1.2109409653189196,255,0.1926698049764627,0.05783456624075319,9.0
strategy,0.8238429511305532,0.6507698852186947,-0.9254807882819278,1442435.5867316842,1.265951252267453,254,0.1867854741089442,0.0637188971082717,9.5
strategy,0.8249887002436087,0.6504473694429362,-0.9254807882819278,1463972.4150742132,1.268340436137293,254,0.18611297915265634,0.06439139206455952,10.0
strategy,0.8533507321691269,0.6488507294067913,-0.9254807882819278,2106623.983329584,1.3151726483366963,253,0.18375924680564895,0.06674512441156691,10.5
strategy,0.8659571055564357,0.6485227442565161,-0.9254807882819277,2472088.876286967,1.3352763850236158,253,0.1827505043712172,0.06775386684599866,11.0
strategy,0.8632781406741055,0.6477537509230555,-0.9254807882819279,2389675.6286657797,1.332725807367268,252,0.17989240080699395,0.07061197041022192,11.5
strategy,0.8727150332394318,0.6473856134770806,-0.9254807882819277,2692252.551541278,1.3480605918196367,252,0.17955615332885003,0.07094821788836583,12.0
strategy,0.8802858773413973,0.6452711381393006,-0.9167433723382088,2961188.3153657084,1.3642108337276382,252,0.17451244115669132,0.07599193006052454,12.5
strategy,0.9000997954795049,0.6449285167113672,-0.9167433723382088,3792294.4759011874,1.395658235224754,252,0.17266308002689978,0.07784129119031608,13.0
strategy,0.8880682070038166,0.6441123028115036,-0.9167433723382089,3264360.9114929666,1.378747468612947,251,0.16980497646267653,0.08069939475453934,13.5
strategy,0.8965101364506538,0.6426147848832117,-0.9167433723382089,3626781.331342634,1.3950972768446106,249,0.16711499663752521,0.08338937457969066,14.0
strategy,0.9230054403587216,0.6417863194070358,-0.9149747401331418,5031699.807152733,1.4381818565586002,249,0.16593813046402153,0.08456624075319435,14.5
strategy,0.9242249056868745,0.6417790632983785,-0.9149747401331417,5107542.911153101,1.4400982496014834,249,0.1656018829858776,0.08490248823133827,15.0
strategy,0.9269364162673905,0.6411078840207529,-0.9157048968523203,5280124.771063882,1.4458353100480437,249,0.1625756556825824,0.0879287155346335,15.5
strategy,0.9338247082858435,0.6409838222598532,-0.9157048968523203,5744025.506582744,1.4568615866053378,249,0.16223940820443847,0.0882649630127774,16.0
strategy,0.9411264454464545,0.6408173140734258,-0.9157048968523204,6278294.562392342,1.4686345465044954,249,0.16190316072629454,0.08860121049092132,16.5
strategy,0.9309327255712583,0.6398434002322931,-0.9157048968523204,5544696.470595459,1.4549383884139244,247,0.16022192333557497,0.09028244788164089,17.0
strategy,0.940684948514233,0.6389980512709718,-0.9157048968523203,6244682.34249755,1.4721249096819682,246,0.15770006724949562,0.09280430396772024,17.5
strategy,0.9587817456747096,0.6380972419889063,-0.9047262962892616,7773900.893446406,1.5025636887040152,246,0.15685944855413583,0.09364492266308003,18.0
strategy,0.9905886559758874,0.6371482180029377,-0.9018721624979847,11369116.000311783,1.554722477417837,246,0.15601882985877605,0.09448554135843981,18.5
strategy,0.9865463833980581,0.6363670381003418,-0.9018721624979847,10836598.023015788,1.5502788867617312,245,0.1546738399462004,0.09583053127101547,19.0
strategy,0.9614388028625303,0.6334215779275059,-0.9018721624979847,8026610.631298001,1.5178497802494588,243,0.14912575655682583,0.10137861466039005,19.5
strategy,0.9723943294546451,0.6321550898353931,-0.9018721624979847,9154155.104551366,1.538221150300074,242,0.1467720242098184,0.10373234700739745,20.0
strategy,0.9787161300706086,0.6320339100997397,-0.9018721624979847,9872229.31801252,1.5485183855343454,242,0.14660390047074648,0.1039004707464694,20.5
strategy,0.9864626267343115,0.6318232628064792,-0.9018721624979847,10825820.867954586,1.5612951988386263,242,0.14643577673167452,0.10406859448554136,21.0
strategy,0.9847753098115251,0.6318650682840954,-0.9018721624979847,10610883.639353575,1.558521524992352,242,0.14593140551445863,0.10457296570275723,21.5
strategy,0.9847753098115251,0.6318650682840954,-0.9018721624979847,10610883.639353575,1.558521524992352,242,0.14593140551445863,0.10457296570275723,22.0
strategy,1.0029424733899632,0.6316114073625136,-0.89042877951116,13156386.276458625,1.5879106388816755,242,0.14542703429724277,0.1050773369199731,22.5
strategy,0.987600972348003,0.6305450724108109,-0.89042877951116,10973176.465602826,1.5662654670696785,241,0.14391392064559516,0.10659045057162071,23.0
strategy,0.9895113516729708,0.6281208158606947,-0.8904287795111601,11224795.728169644,1.5753519493173838,240,0.1383658372562206,0.1121385339609953,23.5
strategy,1.0087723089805785,0.6267214785432449,-0.8904287795111601,14090435.13586633,1.6096022611597336,240,0.13819771351714863,0.11230665770006724,24.0
strategy,1.022799795713368,0.6217990478972603,-0.89042877951116,16605258.706397213,1.6449040878595316,239,0.13365837256220578,0.1168459986550101,24.5
strategy,1.027284095009882,0.6217392159475241,-0.89042877951116,17496101.409499843,1.652274890597518,239,0.13349024882313382,0.11701412239408204,25.0
strategy,1.0347591494886599,0.6211559710348752,-0.89042877951116,19083682.588951327,1.6658604243386765,239,0.132817753866846,0.11768661735036987,25.5
strategy,1.0416439442621255,0.6204264161373844,-0.89042877951116,20667221.74892116,1.6789161730848492,238,0.12979152656355078,0.1207128446536651,26.0
strategy,1.0266103576271561,0.6202766451885113,-0.89042877951116,17359396.323770516,1.6550846555171426,238,0.128950907868191,0.12155346334902488,26.5
strategy,1.0467643714268084,0.6192202945859775,-0.8904287795111598,21925744.300229218,1.6904555302514674,238,0.1284465366509751,0.12205783456624075,27.0
strategy,1.06354134835175,0.6183334188206346,-0.89042877951116,26584056.356582396,1.7200127244946155,238,0.12726967047747142,0.12323470073974445,27.5
strategy,1.0732151723283576,0.61807238261433,-0.89042877951116,29686296.89673357,1.7363907569997858,238,0.1269334229993275,0.12357094821788836,28.0
strategy,1.0676654480910939,0.6171270567045697,-0.8904287795111601,27866601.204295885,1.7300577514659277,238,0.12525218560860793,0.12525218560860793,28.5
strategy,1.0816214783081124,0.6161250438266175,-0.8904287795111601,32660952.32761554,1.7555226640202752,238,0.12390719569603229,0.1265971755211836,29.0
strategy,1.0866340665540015,0.6148416236228643,-0.8904287795111598,34568377.51251149,1.767339790938631,238,0.1230665770006725,0.1274377942165434,29.5
strategy,1.0838491575328968,0.6132494913926356,-0.8752963522731003,33495858.204458363,1.767386965248957,238,0.1168459986550101,0.13365837256220578,30.0
strategy,1.0536975712747099,0.6108888837960511,-0.8752963522731003,23747238.144993383,1.7248596254151076,237,0.10928043039677203,0.14122394082044384,30.5
strategy,1.06230636407488,0.6105490712153916,-0.8752963522731003,26211121.753969185,1.7399197118754046,237,0.10911230665770007,0.1413920645595158,31.0
strategy,1.06230636407488,0.6105490712153916,-0.8752963522731003,26211121.753969185,1.7399197118754046,237,0.10911230665770007,0.1413920645595158,31.5
strategy,1.0580785752991373,0.6096528251391831,-0.8752963522731003,24971997.323953435,1.7355428067729846,237,0.10843981170141224,0.14206455951580363,32.0
strategy,1.0365371912190513,0.6088305228503186,-0.8752963522731003,19481132.62249987,1.7025052987921316,236,0.10709482178883659,0.14340954942837927,32.5
strategy,1.0446867109099252,0.6086978137337968,-0.8752963522731002,21406484.2694573,1.7162649303793955,236,0.10675857431069267,0.1437457969065232,33.0
strategy,1.0541932357454575,0.6080345884882701,-0.8752963522731002,23882865.299283173,1.7337718210512534,236,0.10659045057162071,0.14391392064559516,33.5
strategy,1.0541932357454575,0.6080345884882701,-0.8752963522731002,23882865.299283173,1.7337718210512534,236,0.10659045057162071,0.14391392064559516,34.0
strategy,1.0800134285444636,0.6072601270425231,-0.8590115423666754,32070700.170097098,1.7785021285760068,236,0.10608607935440484,0.14441829186281102,34.5
strategy,1.0800134285444636,0.6072601270425231,-0.8590115423666754,32070700.170097098,1.7785021285760068,236,0.10608607935440484,0.14441829186281102,35.0
strategy,1.094734516397207,0.6051281317938051,-0.8585737246544562,37878194.930150814,1.809095394643185,236,0.10457296570275723,0.14593140551445863,35.5
strategy,1.0862856154829377,0.5995377554611686,-0.8627496230016164,34432404.52879162,1.8118719056272932,235,0.09801613987895091,0.15248823133826497,36.0
strategy,1.0862856154829377,0.5995377554611686,-0.8627496230016164,34432404.52879162,1.8118719056272932,235,0.09801613987895091,0.15248823133826497,36.5
strategy,1.085751511739928,0.5995532104588825,-0.8627496230016164,34224979.6768292,1.8109343637888649,235,0.09784801613987895,0.1526563550773369,37.0
strategy,1.0930047113300545,0.5995145856530588,-0.8627496230016164,37146874.66430086,1.8231494904155345,235,0.09767989240080699,0.15282447881640887,37.5
strategy,1.1138310475472033,0.5980607048332752,-0.8627496230016163,46924584.67931515,1.862404666525804,235,0.09717552118359113,0.15332885003362476,38.0
strategy,1.0852478331850772,0.597460691728075,-0.8627496230016163,34030467.46207349,1.816433864537838,234,0.09314055144586415,0.15736381977135172,38.5
strategy,1.0859779245730605,0.5970949838688833,-0.8627496230016165,34312762.96860409,1.8187691303927143,234,0.09196368527236046,0.1585406859448554,39.0
strategy,1.059334194382414,0.5937482370475259,-0.8627496230016165,25334026.360969037,1.7841470985245567,233,0.08389374579690652,0.16661062542030936,39.5
strategy,1.0770573197813862,0.5921943115576219,-0.8627496230016164,31012175.028288193,1.8187566120796586,233,0.082044384667115,0.1684599865501009,40.0
strategy,1.0745025773771593,0.592027325369752,-0.8666786511847122,30124398.16114919,1.8149543633075995,233,0.08137188971082716,0.1691324815063887,40.5
strategy,1.0419175662316897,0.5841464493311576,-0.8666786511847121,20732686.614304475,1.7836581347445937,232,0.07683254875588433,0.17367182246133153,41.0
strategy,1.0419175662316897,0.5841464493311576,-0.8666786511847121,20732686.614304475,1.7836581347445937,232,0.07683254875588433,0.17367182246133153,41.5
strategy,1.0419175662316897,0.5841464493311576,-0.8666786511847121,20732686.614304475,1.7836581347445937,232,0.07683254875588433,0.17367182246133153,42.0
strategy,1.061828579294683,0.5831361633958677,-0.8440948787996315,26068191.017436348,1.8208930365614289,232,0.07632817753866845,0.17417619367854742,42.5
strategy,1.061828579294683,0.5831361633958677,-0.8440948787996315,26068191.017436348,1.8208930365614289,232,0.07632817753866845,0.17417619367854742,43.0
strategy,1.070108876676486,0.5825650673171608,-0.8440948787996315,28654210.025970187,1.8368915966839046,232,0.07599193006052454,0.17451244115669132,43.5
strategy,1.0713871847386622,0.5821204207707418,-0.8440948787996319,29074705.577427767,1.8404906382087047,232,0.07330195023537324,0.17720242098184263,44.0
strategy,1.0908269999704037,0.5812853444324757,-0.8440948787996316,36245403.021186255,1.876577502629809,232,0.07279757901815737,0.1777067921990585,44.5
strategy,1.0898274688848706,0.5735885370826476,-0.8440948787996316,35838693.548215814,1.900016123801719,232,0.07246133154001345,0.17804303967720242,45.0
strategy,1.0850297367099602,0.5723027729608718,-0.8440948787996316,33946571.105173975,1.8959015891124178,232,0.07094821788836583,0.17955615332885003,45.5
strategy,1.0850297367099602,0.5723027729608718,-0.8440948787996316,33946571.105173975,1.8959015891124178,232,0.07094821788836583,0.17955615332885003,46.0
strategy,1.0966569158864834,0.5719671191790762,-0.8440948787996316,38707112.508841865,1.917342586861419,232,0.07078009414929388,0.179724277067922,46.5
strategy,1.0830380645920568,0.5712841098135272,-0.8440948787996316,33189532.16097694,1.895795885072965,232,0.0699394754539341,0.18056489576328177,47.0
strategy,1.0869636268926701,0.5712077242622928,-0.8440948787996316,34697451.96516978,1.9029217931120752,232,0.06977135171486214,0.18073301950235374,47.5
strategy,1.102563258368206,0.5705229810794931,-0.8440948787996314,41363942.44626699,1.9325483721655408,232,0.06943510423671823,0.18106926698049763,48.0
strategy,1.102563258368206,0.5705229810794931,-0.8440948787996314,41363942.44626699,1.9325483721655408,232,0.06943510423671823,0.18106926698049763,48.5
strategy,1.1181215096149661,0.5689491076945855,-0.8440948787996314,49224561.16980232,1.9652399388508732,232,0.06792199058507062,0.18258238063214527,49.0
