signal,start,signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,below_regime_share,wait_regime_share
TQQQ,2010-02-12,160,40.0,0.4185826563975821,0.5293102620300426,-0.740388850327853,283.1199365858422,0.08994839026787908,0.15188006881297617
TQQQ,2010-02-12,160,40.5,0.4185826563975821,0.5293102620300426,-0.740388850327853,283.1199365858422,0.08994839026787908,0.15188006881297617
TQQQ,2010-02-12,160,41.0,0.4185826563975821,0.5293102620300426,-0.740388850327853,283.1199365858422,0.08994839026787908,0.15188006881297617
TQQQ,2010-02-12,160,41.5,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,42.0,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,42.5,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,43.0,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,43.5,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,44.0,0.40578327902242495,0.5180114418066012,-0.7402154371469714,244.575047837703,0.07938068321454902,0.1624477758663062
TQQQ,2010-02-12,160,44.5,0.41020725531883695,0.517234677539755,-0.740215437146971,257.30347008414384,0.07913492258540182,0.16269353649545343
TQQQ,2010-02-12,160,45.0,0.4115450004631638,0.5146704595831455,-0.7422940181766211,261.27306382166574,0.07815188006881298,0.16367657901204227
TQQQ,2010-02-12,160,45.5,0.4115450004631638,0.5146704595831455,-0.7422940181766211,261.27306382166574,0.07815188006881298,0.16367657901204227
TQQQ,2010-02-12,160,46.0,0.36378536767712855,0.5096863859767914,-0.7422940181766208,149.87202069237384,0.0648808060948636,0.17694765298599163
TQQQ,2010-02-12,160,46.5,0.30236747029256317,0.4971660504455988,-0.7422940181766208,71.21679744443183,0.05603342344556402,0.18579503563529123
TQQQ,2010-02-12,160,47.0,0.30236747029256317,0.4971660504455988,-0.7422940181766208,71.21679744443183,0.05603342344556402,0.18579503563529123
TQQQ,2010-02-12,160,47.5,0.30236747029256317,0.4971660504455988,-0.7422940181766208,71.21679744443183,0.05603342344556402,0.18579503563529123
TQQQ,2010-02-12,160,48.0,0.3014898485554032,0.49531073712329865,-0.745083801410793,70.44584356087732,0.05505038092897518,0.18677807815188008
