variant,episode,start,end,days,uvix_return,tqqq_return,uvix_minus_tqqq_return,entry_rsi,exit_rsi,exit_reason,window_trading_days,top5_earnings_window,matched_tickers,matched_event_dates
2005,1,2006-01-10,2006-01-11,2,-0.05867484075016938,0.028373265615339704,-0.08704810636550908,68.35393488862886,67.94817261423357,GSPC open <= entry + 0.1%,0,False,,
2005,2,2006-01-12,2006-01-13,2,0.04311380123052855,-0.011394485578339775,0.05450828680886832,69.87772015929455,62.500637554543445,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,3,2006-09-27,2006-09-28,2,-0.013724282226443396,0.004950371724247393,-0.01867465395069079,67.99077533548476,68.26713383923398,GSPC open <= entry + 0.1%,0,False,,
2005,4,2006-09-29,2006-10-02,2,0.04228104279253486,-0.028332997354812095,0.07061404014734696,69.40848105289876,66.30204004363206,GSPC open <= entry + 0.1%,0,False,,
2005,5,2006-10-05,2006-10-09,3,0.028997552379353086,0.005084322017595788,0.0239132303617573,70.64130303629754,68.62391164708664,GSPC open <= entry + 0.1%,0,False,,
2005,6,2006-10-13,2006-10-18,4,-0.07020890928589163,-0.0007077020117545185,-0.06950120727413711,72.4113845472015,69.34807149522749,GSPC open <= entry + 0.1%,0,False,,
2005,7,2006-10-24,2006-10-25,2,-0.057993809379247585,-0.011433292394699812,-0.04656051698454777,75.27917327082957,75.39911784872557,GSPC open <= entry + 0.1%,0,False,,
2005,8,2006-10-26,2006-10-30,3,0.03734700621998699,-0.026888658632645557,0.06423566485263255,77.35731726680133,66.54242629772384,GSPC open <= entry + 0.1%,0,True,"AMZN,MSFT",2006-10-26
2005,9,2006-11-16,2006-11-28,8,0.19749189332562356,-0.0509804701127784,0.24847236343840196,69.25485608620258,49.3058193225613,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,10,2006-12-15,2006-12-19,3,0.22020355349219245,-0.0668089648280128,0.28701251832020525,69.20905622157782,65.19589057995154,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,11,2007-04-17,2007-05-01,11,0.13866640786096096,0.05756856899558116,0.0810978388653798,68.05859450106357,63.5550473167827,RSI exit,0,True,"AMZN,MSFT",2007-04-26
2005,12,2007-05-21,2007-05-23,3,-0.07661743214767225,0.030605719097472672,-0.10722315124514492,68.07610689334015,68.08470483371637,GSPC open <= entry + 0.1%,0,False,,
2005,13,2007-06-04,2007-06-06,3,-0.006083917984564313,0.002941315163729641,-0.009025233148293954,68.15168812643142,62.38167779115815,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,14,2009-05-07,2009-05-08,2,-0.014493833931783828,-0.0644945708356901,0.05000073690390627,68.6474667157062,64.47412079594066,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,15,2009-07-24,2009-08-12,14,-0.03163250032071796,0.027406016489087914,-0.059038516809805874,68.65845902644813,62.56444532228145,RSI exit,0,True,"AMZN,GOOGL,MSFT","2009-07-24,2009-07-30,2009-08-04"
2005,16,2009-08-28,2009-08-31,2,0.013456374582692332,-0.05800897714038278,0.07146535172307511,67.84594039482327,63.82232804140611,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,17,2009-09-16,2009-09-24,7,-0.015039845396818685,0.04655510381136585,-0.061594949208184535,68.94324948478993,64.44084990270866,RSI exit,0,False,,
2005,18,2010-01-11,2010-01-12,2,0.09727821212876187,-0.033373124710567637,0.1306513368393295,67.58778141411398,65.22463855535487,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,19,2010-03-12,2010-03-15,2,0.017744525689661783,-0.015232075613865192,0.032976601303526976,70.50812620706435,68.55212458850981,GSPC open <= entry + 0.1%,0,False,,
2005,20,2010-03-17,2010-03-22,4,0.07656820199135139,-0.015326209510486466,0.09189441150183786,73.36380738221658,66.9512374911291,GSPC open <= entry + 0.1%,0,True,NVDA,2010-03-18
2005,21,2010-04-06,2010-04-08,3,-0.016668377789257116,-0.0006165283350801909,-0.016051849454176925,72.50948036313265,67.04644152163763,GSPC open <= entry + 0.1%,0,False,,
2005,22,2010-04-12,2010-04-13,2,0.025970655052080183,-0.0026410108411704103,0.028611665893250593,72.85692306176897,72.84916717108855,GSPC open <= entry + 0.1%,0,False,,
2005,23,2010-04-14,2010-04-19,4,0.15575789202044277,-0.011830876481581543,0.1675887685020243,74.30749867670013,60.8806388529464,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,24,2010-04-26,2010-04-27,2,-0.047913061254960754,-0.017745454032280006,-0.030167607222680748,70.61925629618503,64.57722705183807,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,25,2010-09-21,2010-09-22,2,0.05187563576824594,-0.01510291473262848,0.06697855050087442,68.65252006357112,66.68916961569087,GSPC open <= entry + 0.1%,0,False,,
2005,26,2010-10-13,2010-10-20,6,0.10845329236989842,0.03164795872491033,0.0768053336449881,68.16636930741993,58.858921834194575,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,27,2010-11-03,2010-11-11,7,-0.19506171381121773,-0.0008833553822994444,-0.19417835842891829,68.46460115968819,65.56963006756814,RSI exit,0,False,,
2005,28,2010-12-13,2010-12-14,2,0.08496156972417657,-0.0162852302010279,0.10124679992520447,68.32934775772888,68.14735271280577,GSPC open <= entry + 0.1%,0,False,,
2005,29,2011-01-04,2011-01-05,2,0.03970072844299066,-0.023704934812395884,0.06340566325538655,75.93269274461558,71.97763264325312,GSPC open <= entry + 0.1%,0,False,,
2005,30,2011-01-06,2011-01-07,2,0.04330099836048795,0.010585180196835964,0.03271581816365199,75.77328931350604,73.21372645506486,GSPC open <= entry + 0.1%,0,False,,
2005,31,2011-01-13,2011-01-14,2,-0.009666190841990052,-0.0009063521295975541,-0.008759838712392498,75.41516518574778,72.07523879201644,GSPC open <= entry + 0.1%,0,False,,
2005,32,2011-01-18,2011-01-20,3,0.04108470833131661,-0.012197113916728952,0.05328182224804556,76.69302870123558,62.94499500144529,RSI exit + GSPC open <= entry + 0.1%,0,True,AAPL,2011-01-19
2005,33,2011-01-27,2011-01-31,3,0.08668526944782684,-0.06486426206925577,0.15154953151708261,70.95093941645708,52.22761517697669,RSI exit + GSPC open <= entry + 0.1%,0,True,"AMZN,MSFT","2011-01-27,2011-01-28"
2005,34,2011-02-08,2011-02-10,3,0.0395691329671195,-0.0021243649728073244,0.04169349793992683,69.16639688786478,66.11620348459985,GSPC open <= entry + 0.1%,0,False,,
2005,35,2011-02-14,2011-02-16,3,-0.017064344696279043,0.011816853948561024,-0.028881198644840067,70.9504102996487,69.19117608333431,GSPC open <= entry + 0.1%,0,False,,
2005,36,2011-02-18,2011-02-22,2,0.1952063191737181,-0.04591535057602547,0.24112166974974358,73.07093845553146,70.0644278627922,GSPC open <= entry + 0.1%,0,False,,
2005,37,2011-04-29,2011-05-03,3,0.09702980867397182,-0.005643007070844419,0.10267281574481624,67.864280479679,66.23618603936151,GSPC open <= entry + 0.1%,0,False,,
2005,38,2012-01-20,2012-01-23,2,-0.08540881419846746,0.008854700449772768,-0.09426351464824023,68.67994980284469,68.86305106836755,GSPC open <= entry + 0.1%,0,False,,
2005,39,2012-01-24,2012-01-25,2,-0.038349263512045484,0.03908972147633638,-0.07743898498838186,69.0677094264361,68.01699742235735,GSPC open <= entry + 0.1%,0,True,AAPL,2012-01-25
2005,40,2012-01-26,2012-01-27,2,0.10769124035402,-0.02874281999575412,0.13643406034977412,71.63066046241508,66.368708111134,GSPC open <= entry + 0.1%,0,True,GOOGL,2012-01-26
2005,41,2012-02-06,2012-02-07,2,-0.04591615421777184,0.007844838450326463,-0.053760992668098306,73.14873626340497,73.15626741794377,GSPC open <= entry + 0.1%,0,False,,
2005,42,2012-02-08,2012-02-13,4,0.2115323203870183,0.038165408420767655,0.17336691196625065,73.93284303917882,67.58475163258676,GSPC open <= entry + 0.1%,0,False,,
2005,43,2012-03-02,2012-03-05,2,0.03477672772827867,-0.0006624854531095403,0.03543921318138821,70.02586699046267,66.01680841674543,GSPC open <= entry + 0.1%,0,False,,
2005,44,2012-03-14,2012-03-15,2,0.14683405067503696,0.016572996695985776,0.1302610539790512,69.73156107157598,68.54790342453668,GSPC open <= entry + 0.1%,0,False,,
2005,45,2012-03-16,2012-03-22,5,-0.2032060521651028,0.0016497653678766433,-0.20485581753297943,71.05070452153282,67.9082180149311,GSPC open <= entry + 0.1%,0,False,,
2005,46,2012-03-27,2012-03-28,2,0.1884585582140308,0.004639267770617739,0.18381929044341305,69.43574974763666,66.70311439809399,GSPC open <= entry + 0.1%,0,False,,
2005,47,2012-09-10,2012-09-11,2,0.0814670621314777,-0.031406633097779024,0.11287369522925672,69.33922905718809,63.140265232199,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,48,2012-09-14,2012-09-18,3,0.14650548242043726,0.0075469867696840165,0.13895849565075324,73.31892443540397,71.44656581187269,GSPC open <= entry + 0.1%,0,False,,
2005,49,2013-01-30,2013-01-31,2,0.09747210542897533,-0.013563699929682316,0.11103580535865765,74.45537675070804,69.39363229280139,GSPC open <= entry + 0.1%,0,True,AMZN,2013-01-30
2005,50,2013-02-04,2013-02-05,2,0.02890795147649894,-0.022618289815202863,0.0515262412917018,71.67717128680772,59.64523924651549,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,51,2013-02-20,2013-02-21,2,0.17663452464803098,-0.05580061696305916,0.23243514161109013,70.98113979253806,56.78651717990649,RSI exit + GSPC open <= entry + 0.1%,0,False,,
2005,52,2013-03-12,2013-03-13,2,0.018232610440880537,0.00033153097444937885,0.017901079466431158,69.00423295638888,66.53084432703963,GSPC open <= entry + 0.1%,0,True,NVDA,2013-03-12
2005,53,2013-03-15,2013-03-18,2,0.14347558980929676,-0.0368595834611084,0.18033517327040516,70.0448232230879,68.211868012786,GSPC open <= entry + 0.1%,0,False,,
