seed,cagr,alpha_drawdown_pct,gspc_exit_gamma_pct,uvix_entry_rsi,uvix_exit_rsi,bb_window_days,bb_z_threshold,low_rsi_entry,low_rsi_exit,stage
71,1.6515364274641433,40.5,0.8,66.0,57.5,14.0,1.15,29.5,38.0,
97,1.6515364274641433,40.5,0.8,66.0,57.0,14.0,1.15,30.0,38.0,
131,1.6515364274641433,40.5,0.8,66.0,56.5,14.0,1.15,29.5,38.0,
131,1.6515364274641433,40.5,0.8,66.0,56.0,14.0,1.15,29.5,38.0,
11,1.6514923890356803,40.5,0.7,66.5,56.5,14.0,1.1,30.5,36.0,
47,1.6513714822851053,40.5,0.8,66.0,64.5,14.0,1.1,30.0,34.5,
71,1.6513353833883757,40.5,0.8,66.0,59.5,14.0,1.15,30.0,37.5,
71,1.6513353833883757,40.5,0.8,66.0,59.5,14.0,1.15,29.5,37.5,
97,1.6513353833883757,40.5,0.8,66.0,58.0,14.0,1.15,30.0,37.5,
97,1.6513353833883757,40.5,0.8,66.0,58.0,14.0,1.15,29.5,37.5,
29,1.6511751345976076,40.5,0.9,66.5,63.0,14.0,1.1,30.5,38.0,
29,1.6509741179156898,40.5,0.9,66.5,63.0,14.0,1.1,30.5,37.5,
71,1.6508994143557985,40.5,0.7,66.0,60.0,14.0,1.1,30.0,38.5,
97,1.6507888123595271,40.5,0.9,66.5,55.0,14.0,1.1,30.0,37.5,
29,1.6505876225055118,40.5,0.7,66.0,62.0,14.0,1.1,29.5,38.0,
11,1.6503314522344965,40.5,0.7,66.0,60.0,14.0,1.1,30.0,39.0,
11,1.6501261968049525,40.5,0.8,66.0,60.0,14.0,1.1,29.5,39.5,
11,1.6501261968049525,40.5,0.8,66.0,58.0,14.0,1.1,29.5,39.5,
29,1.6501261968049525,40.5,0.8,66.0,59.0,14.0,1.1,30.0,39.5,
29,1.6501261968049525,40.5,0.8,66.0,58.0,14.0,1.1,30.0,39.5,
29,1.6501261968049525,40.5,0.8,66.0,57.0,14.0,1.1,29.5,39.5,
11,1.6500643352612179,40.0,0.7,66.5,56.0,14.0,1.1,29.5,39.5,
11,1.6500643352612179,39.5,0.7,66.5,56.0,14.0,1.1,30.0,39.5,
29,1.6500643352612179,40.0,0.7,66.5,56.5,14.0,1.1,30.0,39.5,
71,1.6500643352612179,40.0,0.7,66.5,58.0,14.0,1.1,29.5,39.5,
11,1.649902644982645,40.5,0.9,66.5,58.0,14.0,1.1,29.5,38.5,
71,1.649902644982645,40.5,0.9,66.5,59.0,14.0,1.1,30.0,38.5,
131,1.649902644982645,40.5,0.9,66.5,59.0,14.0,1.1,29.5,38.5,
131,1.649902644982645,40.5,0.9,66.5,56.0,14.0,1.1,29.5,38.5,
71,1.6494257541817503,39.0,0.7,66.5,55.0,14.0,1.1,30.5,38.0,
29,1.6492248701408805,39.5,0.7,66.5,55.0,14.0,1.1,30.5,37.5,
71,1.649161587933051,38.5,0.7,66.5,55.5,14.0,1.1,29.5,38.5,
,1.6486534607554582,40.5,0.7,66.5,57.0,14.0,1.15,29.5,38.0,local
,1.6486534607554582,40.5,0.7,66.5,56.5,14.0,1.15,30.0,38.0,local
,1.6486534607554582,40.5,0.7,66.5,58.5,14.0,1.15,30.0,38.0,local
,1.6486534607554582,40.5,0.7,66.5,56.0,14.0,1.15,30.0,38.0,local
,1.6486534607554582,40.5,0.7,66.5,58.0,14.0,1.15,30.0,38.0,local
,1.6486534607554582,40.5,0.7,66.5,57.5,14.0,1.15,29.5,38.0,local
,1.6486534607554582,40.5,0.7,66.5,55.5,14.0,1.15,29.5,38.0,local
,1.6486534607554582,40.5,0.7,66.5,57.5,14.0,1.15,30.0,38.0,local
29,1.6485747616859365,40.5,0.8,66.0,65.0,14.0,1.1,30.0,38.0,
47,1.6485747616859365,40.5,0.8,66.0,65.0,14.0,1.1,29.5,38.0,
11,1.6484519165873048,40.5,0.8,66.0,62.5,14.0,1.1,29.5,38.5,
11,1.6484519165873048,40.5,0.8,66.0,61.0,14.0,1.1,29.5,38.5,
29,1.6484519165873048,40.5,0.8,66.0,61.5,14.0,1.1,29.5,38.5,
71,1.6484519165873048,40.5,0.8,66.0,63.0,14.0,1.1,30.0,38.5,
71,1.6484519165873048,40.5,0.8,66.0,60.5,14.0,1.1,30.0,38.5,
131,1.6484519165873048,40.5,0.8,66.0,60.5,14.0,1.1,29.5,38.5,
97,1.6484010468687904,40.5,0.8,66.0,59.5,14.0,1.1,30.5,38.5,
131,1.6483739421687886,40.5,0.8,66.0,65.0,14.0,1.1,29.5,37.5,
11,1.6482099507160868,40.5,0.8,66.0,60.5,14.0,1.1,30.0,37.0,
47,1.6482099507160868,40.5,0.8,66.0,61.5,14.0,1.1,29.5,37.0,
71,1.6482099507160868,40.5,0.8,66.0,62.0,14.0,1.1,29.5,37.0,
97,1.6482099507160868,40.5,0.8,66.0,64.5,14.0,1.1,29.5,37.0,
47,1.6480972700193726,40.0,0.7,66.5,58.5,14.0,1.1,30.5,37.0,
71,1.6480972700193726,40.0,0.7,66.5,57.0,14.0,1.1,30.5,37.0,
131,1.6478844788487899,40.5,0.8,66.0,62.0,14.0,1.1,29.5,39.0,
131,1.6478712712356987,40.5,0.8,66.0,54.5,14.0,1.15,29.5,37.5,
29,1.6477718120008262,40.0,0.7,66.5,58.5,14.0,1.1,30.5,39.0,
29,1.6477718120008262,39.5,0.7,66.5,56.5,14.0,1.1,30.5,39.0,
97,1.6477510731047813,40.5,0.8,66.0,58.5,14.0,1.05,30.0,37.5,
11,1.6473695035636489,40.5,0.7,66.5,57.5,14.0,1.05,30.0,39.0,
97,1.6469860792023643,40.5,0.8,66.0,56.0,14.0,1.15,29.5,38.5,
47,1.6463836073579015,40.5,0.9,66.5,64.5,14.0,1.1,30.5,37.0,
11,1.6461765060499438,40.5,0.9,66.5,64.0,14.0,1.05,30.0,38.0,
29,1.6458925937946653,40.5,0.9,66.5,62.0,14.0,1.1,29.5,37.5,
97,1.6456481923421968,39.5,0.7,66.5,54.5,14.0,1.1,30.0,33.0,
11,1.6455426383153515,39.5,0.8,66.0,59.0,14.0,1.1,29.5,38.0,
47,1.6455426383153515,39.5,0.8,66.0,57.0,14.0,1.1,29.5,38.0,
47,1.6455426383153515,39.5,0.8,66.0,57.5,14.0,1.1,29.5,38.0,
47,1.6455426383153515,40.0,0.8,66.0,56.5,14.0,1.1,29.5,38.0,
71,1.6455426383153515,40.0,0.8,66.0,60.0,14.0,1.1,29.5,38.0,
97,1.6455426383153515,40.0,0.8,66.0,55.5,14.0,1.1,30.0,38.0,
131,1.6455426383153515,39.5,0.8,66.0,60.0,14.0,1.1,30.0,38.0,
11,1.6453420486990393,39.0,0.8,66.0,57.0,14.0,1.1,30.0,37.5,
29,1.6453420486990393,39.0,0.8,66.0,60.0,14.0,1.1,29.5,37.5,
47,1.6453420486990393,40.0,0.8,66.0,56.0,14.0,1.1,30.0,37.5,
97,1.6453420486990393,39.5,0.8,66.0,58.0,14.0,1.1,29.5,37.5,
97,1.6453420486990393,39.5,0.8,66.0,56.5,14.0,1.1,30.0,37.5,
131,1.6453420486990393,39.0,0.8,66.0,59.0,14.0,1.1,30.0,37.5,
131,1.6453420486990393,40.0,0.8,66.0,60.0,14.0,1.1,29.5,37.5,
29,1.6451467056243638,40.5,0.7,66.5,63.0,14.0,1.1,29.5,37.5,
97,1.6451467056243638,40.5,0.7,66.5,64.5,14.0,1.1,29.5,37.5,
11,1.6451171447285402,40.5,0.8,66.0,55.5,14.0,1.1,30.0,40.0,
29,1.6451171447285402,40.5,0.8,66.0,57.5,14.0,1.1,29.5,40.0,
47,1.6451171447285402,40.5,0.8,66.0,55.5,14.0,1.1,29.5,40.0,
47,1.6451171447285402,40.5,0.8,66.0,59.0,14.0,1.1,29.5,40.0,
47,1.6451171447285402,40.5,0.8,66.0,59.0,14.0,1.1,30.0,40.0,
71,1.6451171447285402,40.5,0.8,66.0,59.5,14.0,1.1,29.5,40.0,
97,1.6451171447285402,40.5,0.8,66.0,56.0,14.0,1.1,29.5,40.0,
11,1.6450554001104427,40.0,0.7,66.5,58.0,14.0,1.1,29.5,40.0,
29,1.6450554001104427,40.0,0.7,66.5,58.0,14.0,1.1,30.0,40.0,
47,1.6450554001104427,39.5,0.7,66.5,56.5,14.0,1.1,30.0,40.0,
97,1.6450554001104427,39.0,0.7,66.5,56.5,14.0,1.1,30.0,40.0,
47,1.6448790280834853,40.0,0.7,66.5,54.5,14.0,1.1,30.5,38.5,
11,1.644875823185092,40.5,0.8,66.0,59.0,14.0,1.1,30.0,33.5,
29,1.6448386614662205,40.5,0.7,66.0,61.5,14.0,1.1,29.5,38.0,
131,1.6448386614662205,40.5,0.7,66.0,60.5,14.0,1.1,29.5,38.0,
47,1.6447836121983221,39.5,0.7,66.5,57.5,14.0,1.1,30.0,34.0,
11,1.6446381252266495,40.5,0.7,66.0,60.5,14.0,1.1,30.0,37.5,
47,1.644391183201865,40.0,0.7,66.5,58.5,14.0,1.1,30.0,35.0,
11,1.6441470043856428,40.5,0.8,66.0,57.5,14.0,1.1,30.0,35.5,
29,1.6441470043856428,40.5,0.8,66.0,55.5,14.0,1.1,29.5,35.5,
47,1.6441470043856428,40.5,0.8,66.0,56.0,14.0,1.1,29.5,35.5,
97,1.6441470043856428,40.5,0.8,66.0,60.0,14.0,1.1,30.0,36.5,
97,1.6441470043856428,40.5,0.8,66.0,59.5,14.0,1.1,30.0,36.5,
131,1.6441470043856428,40.5,0.8,66.0,59.5,14.0,1.1,30.0,36.0,
131,1.6441470043856428,40.5,0.8,66.0,58.0,14.0,1.1,30.0,36.0,
29,1.6440852824134016,39.0,0.7,66.5,56.0,14.0,1.1,30.0,36.5,
47,1.6440852824134016,39.0,0.7,66.5,58.0,14.0,1.1,29.5,35.5,
71,1.6440852824134016,39.0,0.7,66.5,58.0,14.0,1.1,30.0,36.0,
71,1.6440852824134016,39.0,0.7,66.5,56.0,14.0,1.1,30.0,36.0,
97,1.6440852824134016,39.5,0.7,66.5,57.0,14.0,1.1,30.0,36.5,
97,1.6440852824134016,39.5,0.7,66.5,58.0,14.0,1.1,30.0,36.5,
131,1.6440852824134016,40.0,0.7,66.5,56.5,14.0,1.1,29.5,36.5,
131,1.6440294959908486,40.5,0.8,66.0,65.0,14.0,1.1,29.5,38.5,
131,1.6440294959908486,40.5,0.8,66.0,65.0,14.0,1.1,30.0,38.5,
47,1.6439139298919767,39.5,0.8,66.0,57.0,14.0,1.1,30.0,34.5,
29,1.6437933897914956,40.5,0.9,66.5,59.5,14.0,1.1,30.5,38.0,
29,1.6437689142450624,40.0,0.9,66.5,63.0,14.0,1.1,30.0,38.0,
71,1.6436437101718853,40.5,0.9,66.5,60.5,14.0,1.1,29.5,37.5,
11,1.643568459115575,39.5,0.9,66.5,64.0,14.0,1.1,30.0,37.5,
131,1.643568459115575,40.0,0.9,66.5,64.5,14.0,1.1,30.0,37.5,
131,1.643568459115575,39.5,0.9,66.5,63.5,14.0,1.1,29.5,37.5,
131,1.643568459115575,40.0,0.9,66.5,63.5,14.0,1.1,30.0,37.5,
131,1.643568459115575,40.0,0.9,66.5,64.5,14.0,1.1,29.5,37.5,
131,1.643568459115575,39.5,0.9,66.5,64.5,14.0,1.1,30.0,37.5,
29,1.6433437059336442,40.5,0.9,66.5,63.0,14.0,1.1,29.5,40.0,
29,1.6433437059336442,40.5,0.9,66.5,64.0,14.0,1.1,30.0,40.0,
11,1.6431661436732408,40.5,0.8,66.0,58.5,14.0,1.05,29.5,37.0,
131,1.6431661436732408,40.5,0.8,66.0,60.0,14.0,1.05,30.0,37.0,
131,1.6428412917029038,40.5,0.8,66.0,56.5,14.0,1.05,30.0,39.0,
131,1.6427075375102818,40.5,0.8,66.0,58.5,16.0,1.2,30.0,38.0,
47,1.6423742160286765,40.5,0.9,66.5,63.0,14.0,1.1,29.5,36.0,
131,1.6423742160286765,40.5,0.9,66.5,63.5,14.0,1.1,29.5,36.5,
47,1.6421456587561418,40.5,0.8,66.0,64.0,14.0,1.1,30.5,37.5,
11,1.642090243739117,40.5,0.7,66.0,65.0,14.0,1.1,29.5,38.0,
97,1.6420860946953963,39.0,0.8,66.0,54.5,14.0,1.1,30.0,38.0,
29,1.6419676994027137,40.5,0.7,66.0,63.5,14.0,1.1,29.5,38.5,
97,1.6415994930933846,39.0,0.7,66.5,54.5,14.0,1.1,29.5,40.0,
131,1.6413108825646292,40.5,0.9,66.5,62.0,14.0,1.1,30.0,37.0,
131,1.6413108825646292,40.5,0.9,66.5,61.0,14.0,1.1,30.0,37.0,
47,1.6412148202819776,40.5,0.8,66.0,57.0,15.0,1.1,30.0,38.0,
11,1.6410025761004672,40.0,0.8,66.0,55.5,14.0,1.1,30.0,38.5,
11,1.6410025761004672,39.0,0.8,66.0,57.0,14.0,1.1,30.0,38.5,
11,1.6410025761004672,39.0,0.8,66.0,57.0,14.0,1.1,29.5,38.5,
97,1.6410025761004672,40.0,0.8,66.0,60.0,14.0,1.1,30.0,38.5,
97,1.6410025761004672,39.5,0.8,66.0,59.0,14.0,1.1,29.5,38.5,
97,1.6410025761004672,39.5,0.8,66.0,59.0,14.0,1.1,30.0,38.5,
131,1.6410025761004672,40.0,0.8,66.0,59.0,14.0,1.1,30.0,38.5,
47,1.640975522623907,40.5,0.9,66.5,59.5,14.0,1.1,30.0,39.5,
131,1.640975522623907,40.5,0.9,66.5,60.0,14.0,1.1,29.5,39.5,
97,1.640807553470522,40.5,0.7,66.5,64.0,14.0,1.1,30.0,38.5,
11,1.6407612908102895,39.0,0.8,66.0,59.0,14.0,1.1,29.5,37.0,
29,1.6407612908102895,39.5,0.8,66.0,58.0,14.0,1.1,30.0,37.0,
47,1.6407612908102895,39.5,0.8,66.0,58.5,14.0,1.1,30.0,37.0,
71,1.6407612908102895,39.5,0.8,66.0,58.0,14.0,1.1,29.5,37.0,
97,1.6407612908102895,39.5,0.8,66.0,56.5,14.0,1.1,29.5,37.0,
131,1.6407612908102895,39.0,0.8,66.0,60.0,14.0,1.1,30.0,37.0,
131,1.640566285997855,40.5,0.7,66.5,64.5,14.0,1.1,29.5,37.0,
47,1.6404595142670981,40.0,0.8,66.0,54.5,14.0,1.1,30.0,34.5,
11,1.6404367344026043,39.5,0.8,66.0,58.5,14.0,1.1,30.0,39.0,
47,1.6404367344026043,39.5,0.8,66.0,59.0,14.0,1.1,29.5,39.0,
47,1.6404367344026043,40.0,0.8,66.0,57.5,14.0,1.1,30.0,39.0,
11,1.6400160193295767,40.5,0.7,66.5,58.5,15.0,1.15,29.5,38.0,
71,1.6395771251844664,41.0,0.7,66.5,56.0,14.0,1.1,30.0,38.0,
,1.6395771251844664,41.0,0.7,66.5,57.0,14.0,1.1,29.5,38.0,local
,1.6395771251844664,41.0,0.7,66.5,56.5,14.0,1.1,30.0,38.0,local
,1.6395771251844664,41.0,0.7,66.5,58.5,14.0,1.1,30.0,38.0,local
,1.6395771251844664,41.0,0.7,66.5,58.0,14.0,1.1,30.0,38.0,local
,1.6395771251844664,41.0,0.7,66.5,57.5,14.0,1.1,29.5,38.0,local
,1.6395771251844664,41.0,0.7,66.5,55.5,14.0,1.1,29.5,38.0,local
,1.6395771251844664,41.0,0.7,66.5,57.5,14.0,1.1,30.0,38.0,local
29,1.6395296815137357,40.5,0.8,66.0,60.5,14.0,1.1,29.5,39.5,
47,1.6395296815137357,40.5,0.8,66.0,61.5,14.0,1.1,29.5,39.5,
131,1.6393543133888406,40.0,0.9,66.5,65.0,14.0,1.1,30.0,38.0,
47,1.639307023562183,40.5,0.9,66.5,60.5,14.0,1.1,30.0,38.5,
29,1.6392563294927447,40.5,0.9,66.5,59.0,14.0,1.1,30.5,38.5,
131,1.639231895949226,40.0,0.9,66.5,63.5,14.0,1.1,29.5,38.5,
131,1.6389907724305952,40.0,0.9,66.5,64.5,14.0,1.1,30.0,37.0,
97,1.6386890580401663,40.5,0.9,66.5,65.0,14.0,1.1,30.0,33.5,
131,1.6385799043750326,40.5,0.8,66.5,64.5,14.0,1.1,29.5,38.0,
71,1.638068782313872,40.5,0.8,66.0,60.0,14.0,1.15,30.0,39.5,
131,1.6379619440582767,40.5,0.9,66.5,65.0,14.0,1.1,29.5,36.5,
29,1.63781142958028,40.5,0.8,66.0,64.5,14.0,1.1,30.5,38.5,
97,1.6377294147611523,40.0,0.9,66.5,65.0,14.0,1.1,30.0,34.5,
97,1.6377294147611523,39.0,0.9,66.5,65.0,14.0,1.1,30.0,34.5,
29,1.6375519643157639,39.5,0.8,66.0,55.0,14.0,1.1,29.5,38.5,
11,1.6373640242325114,40.5,0.8,66.0,60.5,14.0,1.05,30.0,38.0,
97,1.6370574664844773,40.5,0.7,66.5,56.0,14.0,1.05,30.5,37.0,
29,1.636524405838443,40.5,0.8,66.0,65.0,14.0,1.15,30.0,38.0,
131,1.636407790795836,40.0,0.9,66.5,60.0,14.0,1.1,30.0,38.0,
97,1.6363097570456633,40.5,0.8,66.0,65.0,14.0,1.1,30.5,34.5,
29,1.636207893799455,40.0,0.9,66.5,57.5,14.0,1.1,30.0,37.5,
131,1.6361612546676918,40.5,0.8,66.0,62.5,14.0,1.15,29.5,37.0,
47,1.6361172690688646,40.5,0.8,66.0,59.5,15.0,1.1,30.0,39.0,
131,1.6359837664044097,40.5,0.9,66.5,58.5,14.0,1.1,29.5,40.0,
97,1.6359285000173291,41.0,0.7,66.5,55.0,14.0,1.1,30.0,37.5,
47,1.6357866361917952,40.5,0.8,66.0,56.5,14.0,1.15,30.5,39.0,
131,1.6350169758786652,40.5,0.9,66.5,57.5,14.0,1.1,29.5,36.0,
29,1.634964450358011,39.5,0.8,66.0,60.5,14.0,1.1,29.5,38.0,
