overlap_start,overlap_end,overlap_days,daily_return_corr,daily_return_mae_bps,actual_growth_multiple,modeled_growth_multiple,proxy,legacy_proxy,modern_proxy,legacy_beta,financing_multiplier,annual_fee,history_start
2008-12-30,2026-04-24,4356,0.9947311808886378,21.685703679297657,620.5900491047572,620.5900491049815,TECL,FSPTX,XLK,0.8416060984467163,3.142978183721425,0.0087,1990-01-02
2010-03-11,2026-04-24,4056,0.9971513548382032,18.05526988933016,213.55915612065525,213.55915612067136,SOXL,FSELX,^SOX/SOXX,1.0569796538727045,0.6911900998093188,0.0075,1990-01-02
