uvix_entry_rsi,uvix_exit_rsi_gap,uvix_exit_rsi,bb_window,uvix_bb_min_z,calmar_like,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share,low_rsi_entries,low_rsi_exits,low_rsi_day_share,episode_count,episode_win_rate,episode_avg_return_pct,episode_median_return_pct
69.5,1.0,68.5,20,1.6,1.8373097944511665,1.2067517432340442,0.6306481523337262,-0.6568036304375768,355244.52569269954,99,98,0.07028753993610223,11,11,0.005898255099533055,87,0.7126436781609196,4.587519790710594,3.6407004553887123
69.5,1.5,68.0,20,1.6,1.828042989991096,1.2006652724221154,0.631323771898989,-0.6568036304375772,339750.00166441855,99,98,0.07077906119439666,11,11,0.005898255099533055,87,0.7011494252873564,4.446915394856374,3.6407004553887123
69.5,1.0,68.5,24,1.55,1.8154804927573867,1.1924141786316533,0.6341259195000898,-0.6568036304375773,319755.2833591766,106,105,0.07249938559842713,11,11,0.005898255099533055,86,0.686046511627907,4.537000657594965,3.4359824594554222
69.5,1.0,68.5,21,1.55,1.8153704881313732,1.1923419271939224,0.6313281505805359,-0.6568036304375771,319585.17706620676,105,104,0.07274514622757434,11,11,0.005898255099533055,86,0.6976744186046512,4.720960788448865,3.422646941014129
69.5,1.5,68.0,24,1.55,1.8062738959794955,1.1863672524439601,0.6347977726589505,-0.6568036304375776,305808.6759863605,106,105,0.07299090685672155,11,11,0.005898255099533055,86,0.6744186046511628,4.394761326905229,3.422646941014129
69.5,1.5,68.0,21,1.55,1.806164194758679,1.186295200283864,0.6320029522745427,-0.6568036304375774,305645.9891350819,105,104,0.07323666748586877,11,11,0.005898255099533055,86,0.686046511627907,4.57872145775913,3.3686812272956668
69.5,2.0,67.5,20,1.6,1.8000301683395272,1.182266349462565,0.6325778930778206,-0.6568036304375773,296677.3287941042,98,97,0.07299090685672155,11,11,0.005898255099533055,86,0.686046511627907,4.40325752740361,3.762289873500757
69.5,2.0,67.5,21,1.55,1.795931078615522,1.1795740524503495,0.6337347972195391,-0.6568036304375776,290822.2387991385,104,103,0.07569427377734086,11,11,0.005898255099533055,85,0.6823529411764706,4.654111384814226,3.4312482302532477
69.5,1.0,68.5,21,1.6,1.78736527453227,1.1739480012308516,0.6293471516934234,-0.6568036304375772,278935.1029005855,98,97,0.06881297616121897,11,11,0.005898255099533055,85,0.7058823529411765,4.4829395907011085,3.6407004553887123
70.0,1.0,69.0,30,1.5,1.780310280517343,1.169314255549132,0.6342676481818699,-0.6568036304375771,269488.47916039894,118,117,0.07249938559842713,11,11,0.005898255099533055,91,0.7032967032967034,4.664804460905823,3.323316802816323
69.5,1.0,68.5,26,1.55,1.77911001502921,1.1685259168190374,0.6348134860460288,-0.6568036304375771,267911.51116792014,111,110,0.07544851314819366,11,11,0.005898255099533055,89,0.6966292134831461,4.5685415179076445,3.440716688657597
69.5,1.5,68.0,21,1.6,1.778236222705064,1.1679520068482905,0.6300239322793058,-0.6568036304375774,266768.92906357726,98,97,0.06930449741951339,11,11,0.005898255099533055,85,0.6941176470588235,4.339026856120906,3.6407004553887123
69.5,1.0,68.5,22,1.6,1.7781150408579873,1.1678724141711876,0.6294163072970321,-0.6568036304375775,266610.83153032657,98,97,0.06881297616121897,11,11,0.005898255099533055,83,0.6987951807228916,4.586126551336825,3.8838792916128018
69.5,3.5,66.0,20,1.6,1.7772587015269214,1.1673099673896563,0.6329387203121236,-0.6568036304375772,265496.1276368477,97,96,0.07815188006881298,11,11,0.005898255099533055,85,0.6705882352941176,4.336878492215885,3.4312482302532477
69.5,1.0,68.5,30,1.5,1.7771686948825343,1.16725085069886,0.6385270040462724,-0.6568036304375775,265379.21950666106,121,120,0.08011796510199067,11,11,0.005898255099533055,96,0.7083333333333334,4.259246208750326,3.3686812272956668
69.5,1.0,68.5,29,1.5,1.7752702058642416,1.166003916219299,0.6381287088773937,-0.6568036304375773,262924.52677524,120,119,0.08011796510199067,11,11,0.005898255099533055,95,0.6947368421052632,4.306064791423868,3.323316802816323
69.5,3.5,66.0,21,1.55,1.7731877053269205,1.164636122305998,0.6340949436362175,-0.6568036304375771,260256.4157689195,103,102,0.08085524698943229,11,11,0.005898255099533055,84,0.6666666666666666,4.589840301285329,3.3686812272956668
69.5,1.5,68.0,26,1.55,1.7700037321410866,1.1625448771583264,0.6354844556326822,-0.6568036304375771,256226.14785613157,111,110,0.07594003440648808,11,11,0.005898255099533055,89,0.6853932584269663,4.431096771398462,3.4312482302532477
69.5,1.5,68.0,22,1.6,1.7690115022211221,1.161893176944666,0.6300929727018649,-0.6568036304375777,254982.19931624623,98,97,0.06930449741951339,11,11,0.005898255099533055,83,0.6867469879518072,4.438746040019749,3.8838792916128018
69.5,1.0,68.5,26,1.5,1.7683189367060477,1.1614382974000486,0.6380191871685696,-0.6568036304375773,254117.2965765382,114,113,0.07938068321454902,11,11,0.005898255099533055,91,0.6923076923076923,4.2816988168391505,3.4140456517750106
69.5,1.0,68.5,27,1.5,1.7683189367060477,1.1614382974000486,0.6380191871685696,-0.6568036304375773,254117.2965765382,114,113,0.07938068321454902,11,11,0.005898255099533055,91,0.6923076923076923,4.2816988168391505,3.4140456517750106
