feature,direction,threshold,threshold_pct_if_ratio,n,loss_rate,avg_return_pct,median_return_pct,avg_tqqq_episode_return_pct,tqqq_up_rate
GSPC_SMA160_RATIO,>=,0.07059182562110573,7.059182562110573,58,0.3103448275862069,4.881730545123094,3.2087335467704703,2.1498525476925456,0.46551724137931033
GSPC_SMA20_RATIO,>=,0.019556952350981496,1.9556952350981496,58,0.3103448275862069,4.0949545990821585,3.368681227295678,1.4381148582729437,0.3793103448275862
pre10_tqqq_open_return,<=,0.0753018264887774,,58,0.3103448275862069,2.1804362901200434,3.200697912654371,2.408475735052772,0.5862068965517241
GSPC_SMA160_RATIO,>=,0.09650792747031156,9.650792747031156,29,0.3103448275862069,5.490423448774664,3.0941502907246177,1.8860582151687244,0.4827586206896552
GSPC_SMA20_RATIO,<=,0.018418824101907785,1.8418824101907785,29,0.3103448275862069,2.903924839314509,2.500685484671905,3.0674564632724,0.6896551724137931
GSPC_SMA160_SLOPE_20D,<=,0.00741182000697318,0.741182000697318,29,0.3103448275862069,5.755857161210466,3.8838792916128018,2.186383771043198,0.4827586206896552
GSPC_CLOSE_RET_10D,<=,0.015834514600898377,1.5834514600898377,29,0.3103448275862069,3.8544382168615097,3.8826037387484247,0.8811682458904614,0.41379310344827586
GSPC_CLOSE_RET_10D,>=,0.028907569153004162,2.8907569153004165,29,0.3103448275862069,3.2942547217467384,3.0941502907246177,1.3220674957506098,0.4482758620689655
pre10_tqqq_open_return,<=,0.03107996002024992,,29,0.3103448275862069,1.373812541867883,2.9606791366511453,3.305396087941896,0.6206896551724138
GSPC_SMA160_SLOPE_20D,<=,0.01607973639759406,1.607973639759406,68,0.3088235294117647,3.5951927513030033,3.2087335467704703,2.1166274788203867,0.5
pre10_tqqq_open_return,<=,0.09018856702276483,,68,0.3088235294117647,3.343141723139202,2.7306823106615252,2.321331601484615,0.5588235294117647
GSPC_SMA160_RATIO,>=,0.0837824786516967,8.378247865169671,39,0.3076923076923077,4.671506135367474,2.9606791366511453,2.0254341987481794,0.46153846153846156
GSPC_SMA160_Z,<=,1.8404586536455758,,39,0.3076923076923077,5.132252430248397,4.039056942957586,2.102268190464844,0.48717948717948717
GSPC_SMA160_Z,>=,2.117666527445349,,39,0.3076923076923077,2.9670481840000704,2.4125317251417977,1.7740584500097505,0.46153846153846156
GSPC_SMA50_RATIO,<=,0.04025776152600523,4.025776152600523,39,0.3076923076923077,3.560374279673796,3.4312482302532477,1.7833994315126853,0.5641025641025641
GSPC_BB20_Z,>=,1.8949145326353865,,39,0.3076923076923077,3.5300900096596237,3.440716688657597,2.1754007997772473,0.5128205128205128
GSPC_SMA160_SLOPE_20D,<=,0.01051599091062423,1.0515990910624229,39,0.3076923076923077,4.653010247648817,2.979870810323071,2.285141702087043,0.5128205128205128
GSPC_CLOSE_RET_10D,>=,0.02490067565576486,2.490067565576486,39,0.3076923076923077,3.7002778206134495,3.4312482302532477,1.4099322573983493,0.48717948717948717
pre10_tqqq_open_return,<=,0.05072573031965694,,39,0.3076923076923077,1.7306030977409752,2.9606791366511453,2.874602376158495,0.5641025641025641
GSPC_SMA20_RATIO,>=,0.021091585346049824,2.1091585346049824,49,0.30612244897959184,4.5048090384472825,3.323316802816323,1.4594112205709437,0.3877551020408163
GSPC_SMA160_SLOPE_20D,>=,0.011674224747298512,1.1674224747298512,49,0.30612244897959184,3.5413604456384147,3.414045651775033,1.6300374868246144,0.46938775510204084
pre10_tqqq_open_return,<=,0.0635815450928853,,49,0.30612244897959184,2.1384409328462546,2.500685484671905,2.499193337341891,0.5306122448979592
GSPC_SMA50_RATIO,>=,0.05254388295348638,5.254388295348638,20,0.3,8.932495730474908,4.676556681193878,2.4015116140507784,0.4
GSPC_SMA20_RATIO,<=,0.01591252031712176,1.5912520317121759,20,0.3,1.8318767650793357,2.3078914886343616,1.8963837840570728,0.6
GSPC_SMA20_RATIO,>=,0.02865736149065743,2.865736149065743,20,0.3,3.6474677894212966,3.368681227295678,1.2504684250603395,0.4
pre10_tqqq_open_return,<=,0.020243879881584086,,20,0.3,2.048228980911735,3.6123204615413407,4.103294671036749,0.65
pre10_tqqq_open_return,>=,0.10569576300008936,,20,0.3,4.788215588815544,4.405154237578124,0.5158098364353499,0.3
GSPC_SMA20_RATIO,<=,0.014884187111755588,1.4884187111755587,10,0.3,3.4831627689383344,1.6147911997797415,1.4265787301851902,0.5
pre10_tqqq_open_return,>=,0.12754428103699314,,10,0.3,4.797414199071932,4.405154237578124,0.412935901103891,0.2
GSPC_SMA20_RATIO,<=,0.03193474734247981,3.193474734247981,87,0.2988505747126437,4.034635695539888,3.4312482302532477,1.809541080679369,0.47126436781609193
GSPC_SMA160_RATIO,>=,0.05756001245129609,5.756001245129609,77,0.2987012987012987,4.124397215985405,3.323316802816323,1.7768740358198987,0.4805194805194805
GSPC_SMA160_SLOPE_20D,<=,0.017850177005419365,1.7850177005419365,77,0.2987012987012987,3.77024685549932,3.414045651775033,2.0247705415645387,0.4935064935064935
GSPC_SMA160_RATIO,>=,0.06321846762088743,6.321846762088742,68,0.29411764705882354,4.427627100142593,3.368681227295678,1.922252971974217,0.4852941176470588
GSPC_BB20_Z,>=,1.5690752307923188,,68,0.29411764705882354,4.7352951508117105,3.6622979901351993,2.1197625039100663,0.5147058823529411
GSPC_BB20_Z,>=,1.6555960520879411,,58,0.29310344827586204,3.970449337359816,3.6622979901351993,1.7379258245938163,0.46551724137931033
GSPC_SMA160_Z,<=,1.9305383345812754,,49,0.2857142857142857,5.6518088660484365,5.089151575956219,1.746276121941226,0.4897959183673469
GSPC_BB20_Z,>=,1.754977914150556,,49,0.2857142857142857,4.147982804699739,4.039056942957586,1.905880811270463,0.4897959183673469
GSPC_CLOSE_RET_10D,>=,0.021198734141854247,2.1198734141854247,49,0.2857142857142857,3.8168705495438244,3.414045651775033,1.478914706946772,0.4897959183673469
GSPC_SMA20_RATIO,>=,0.022406656313638255,2.2406656313638256,39,0.28205128205128205,5.18011226504484,3.846813831535645,1.540122639508437,0.4358974358974359
GSPC_SMA160_Z,<=,1.7020388689160273,,29,0.27586206896551724,6.555143548088233,5.486991672339925,2.242174146571175,0.4827586206896552
