series,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share,below_entry_drawdown_pct
strategy,0.02383114283397214,0.8057229344516575,-0.9909183247507353,1.7433340238775503,0.029577342055170184,226,0.25050437121721586,0.0,0.0
strategy,0.38141448472099726,0.7860551250629519,-0.971145053711468,2048.967927920493,0.48522612799000747,284,0.2234364492266308,0.02706792199058507,0.5
strategy,0.3878487789710039,0.7858624435093048,-0.9702563248779735,2286.4500309030477,0.4935326559684509,281,0.22242770679219906,0.02807666442501681,1.0
strategy,0.3881684648664576,0.7854792848767221,-0.9715713231954085,2298.911557107773,0.4941803970392155,278,0.22091459314055145,0.029589778076664425,1.5
strategy,0.4071740705876261,0.7851494124478436,-0.9689588568985119,3168.771395698444,0.5185943772385796,276,0.2199058507061197,0.030598520511096166,2.0
strategy,0.40511701973485525,0.7839540309049524,-0.9677903940864677,3061.2417868139178,0.5167611923204362,273,0.21671149966375253,0.03379287155346335,2.5
strategy,0.4109343873677589,0.7837472654089903,-0.9660358056970796,3374.7550378188944,0.5243200270093664,270,0.21587088096839274,0.03463349024882313,3.0
strategy,0.4196014238076482,0.7828116755099715,-0.9657033863951764,3899.4817547137477,0.5360183514563629,269,0.21351714862138535,0.03698722259583053,3.5
strategy,0.4197638565445123,0.7825117793707119,-0.9657033863951764,3910.024968962001,0.5364313581094998,269,0.2128446536650975,0.03765971755211836,4.0
strategy,0.4509546369046591,0.7812356023676716,-0.9552371741901122,6529.834934027774,0.5772325730393775,267,0.20880968392737054,0.04169468728984533,4.5
strategy,0.4593145495257298,0.7809145668498034,-0.9552371741901122,7477.975828580798,0.588175159004393,266,0.20813718897108271,0.04236718224613315,5.0
strategy,0.4830134905890051,0.7800607619057549,-0.9533390397336423,10936.757204999007,0.6191998292658152,263,0.20578345662407532,0.04472091459314055,5.5
strategy,0.48159175465198234,0.7795725269236774,-0.9533390397336423,10691.98493204116,0.6177638872837443,261,0.20342972427706793,0.04707464694014795,6.0
strategy,0.49885868331347716,0.778664037507595,-0.9533390397336423,14054.41425096575,0.6406597188053793,260,0.20208473436449226,0.0484196368527236,6.5
strategy,0.5001550730897,0.7781802978077702,-0.9533390397336423,14344.105383190237,0.6427238963755552,259,0.20124411566913247,0.04926025554808339,7.0
strategy,0.5122634967328166,0.7777625350092178,-0.9533390397336423,17340.663547875083,0.658637403673276,259,0.20090786819098858,0.049596503026227305,7.5
strategy,0.5341915946871543,0.7753733296153241,-0.948541503318515,24356.28316190957,0.6889476001865782,258,0.19670477471418965,0.05379959650302623,8.0
strategy,0.5673358091004665,0.7739619277981897,-0.948541503318515,40333.84574503788,0.733028058259216,257,0.19552790854068594,0.054976462676529926,8.5
strategy,0.5790866850915279,0.7725779521760716,-0.948541503318515,48108.68254913931,0.7495511403871299,256,0.1921654337592468,0.058338937457969066,9.0
strategy,0.5942579025606134,0.7696897487044543,-0.948541503318515,60286.72469418151,0.7720745970189564,255,0.18813046402151984,0.062373907195696035,9.5
strategy,0.6045666275513535,0.768660735276014,-0.948541503318515,70190.7759084867,0.7865194614555967,255,0.18644922663080027,0.0640551445864156,10.0
strategy,0.6257826954416448,0.7672941821006144,-0.948541503318515,95699.00267812054,0.815570755050488,255,0.18443174176193677,0.06607262945527909,10.5
strategy,0.6510745936522182,0.7660806815501044,-0.948541503318515,137759.37462835122,0.8498773162310002,255,0.1832548755884331,0.06724949562878278,11.0
strategy,0.6741944322878284,0.763767253521306,-0.948541503318515,191267.62192458406,0.8827223596972674,254,0.18056489576328177,0.0699394754539341,11.5
strategy,0.6693087915510736,0.7621234034249096,-0.948541503318515,178520.8913419441,0.878215769970144,251,0.1777067921990585,0.07279757901815737,12.0
strategy,0.696256299207519,0.7587815778362405,-0.948541503318515,260505.34449985836,0.9175977903851856,249,0.17434431741761935,0.0761600537995965,12.5
strategy,0.699893414806332,0.7571294463256264,-0.948541503318515,274011.66066386655,0.9244039024012833,249,0.17283120376597175,0.07767316745124411,13.0
strategy,0.699893414806332,0.7571294463256264,-0.948541503318515,274011.66066386655,0.9244039024012833,249,0.17283120376597175,0.07767316745124411,13.5
strategy,0.6894014346330666,0.7554841534843895,-0.948541503318515,236763.4849219085,0.9125293117710795,248,0.1703093476798924,0.08019502353732347,14.0
strategy,0.705241966667963,0.7544917638221814,-0.948541503318515,295097.7731386932,0.9347245397289379,248,0.167955615332885,0.08254875588433087,14.5
strategy,0.7170549981699819,0.753412301699177,-0.9475777808566664,347312.90968732286,0.9517431511972951,248,0.16610625420309347,0.08439811701412239,15.0
strategy,0.7432612309855688,0.751286151223381,-0.9475777808566664,496549.7616670088,0.9893184238459014,247,0.16425689307330196,0.08624747814391392,15.5
strategy,0.7461534801654062,0.7510037492667109,-0.9475777808566664,516360.29254923307,0.9935416179931984,247,0.16341627437794218,0.08708809683927371,16.0
strategy,0.7791634517000388,0.7497669499744409,-0.9419682507681238,803332.6927140383,1.0392075187184497,247,0.16223940820443847,0.0882649630127774,16.5
strategy,0.7890972400363141,0.7474136870351235,-0.9419682507681238,916137.4073946752,1.0557703902460536,247,0.15954942837928715,0.09095494283792871,17.0
strategy,0.7894042489557545,0.7462813047154588,-0.9419682507681238,919854.6198798572,1.0577837659443143,246,0.15786819098856758,0.09263618022864828,17.5
strategy,0.8052484120498191,0.7457145785819023,-0.941968250768124,1132580.1092552824,1.0798346112277033,246,0.1570275722932078,0.09347679892400806,18.0
strategy,0.8154377709713223,0.7442453404450475,-0.9404167241157038,1293465.107852905,1.095657206914729,245,0.1555144586415602,0.09498991257565569,18.5
strategy,0.8273941272720202,0.7434369918691772,-0.9435263198476267,1510193.8723534553,1.1129310705830695,245,0.15484196368527237,0.09566240753194351,19.0
strategy,0.842995820884326,0.7428728526178945,-0.9435263198476267,1845712.0029063048,1.134778068566642,245,0.15433759246805648,0.09616677874915938,19.5
strategy,0.850568719005709,0.7427070455814806,-0.9435263198476267,2033250.8846305183,1.1452277503841117,245,0.15400134498991258,0.09650302622730329,20.0
strategy,0.8776938405280699,0.7417014614035462,-0.9435263198476267,2866339.8673370443,1.1833519093614577,245,0.1526563550773369,0.09784801613987895,20.5
strategy,0.8872754048812719,0.7408875407976295,-0.9435263198476267,3232166.2821980333,1.1975844592096165,245,0.15147948890383323,0.09902488231338265,21.0
strategy,0.905840291299993,0.7401525129815943,-0.9328608858778722,4072107.2348263594,1.2238562666644879,245,0.1508069939475454,0.09969737726967048,21.5
strategy,0.9026410053020921,0.7382320757091012,-0.9328608858778722,3913812.385201748,1.2227062938643916,244,0.1496301277740417,0.10087424344317418,22.0
strategy,0.9069292160088263,0.7372605193929589,-0.9328608858778722,4127370.2160959137,1.2301339786315537,243,0.14794889038332212,0.10255548083389375,22.5
strategy,0.9195854873854163,0.7357751850138909,-0.9328608858778722,4824710.266407638,1.2498185670233704,243,0.14593140551445863,0.10457296570275723,23.0
strategy,0.9140054061759537,0.7330057708022562,-0.9328608858778722,4504377.853038693,1.2469279814476741,241,0.14206455951580363,0.10843981170141224,23.5
strategy,0.9296168112745624,0.7324472330311783,-0.9328608858778722,5456206.336968422,1.2691928774546837,241,0.14156018829858777,0.1089441829186281,24.0
strategy,0.9164520766567601,0.7293625494551709,-0.9328608858778722,4642241.578713923,1.2565110140921603,240,0.13735709482178884,0.11314727639542703,24.5
strategy,0.9285303254885429,0.7287572281921723,-0.9321500880223758,5384165.218556552,1.2741284608482686,240,0.13584398117014124,0.11466039004707465,25.0
strategy,0.9305285022300702,0.7251800945156642,-0.9321500880223758,5517368.810837707,1.2831688421502452,239,0.12979152656355078,0.1207128446536651,25.5
strategy,0.9328210353786739,0.7251039915768542,-0.9321500880223758,5674082.557350431,1.2864651777052087,239,0.12962340282447882,0.12088096839273706,26.0
strategy,0.9319592769008922,0.7221509515928339,-0.9321500880223758,5614680.63336722,1.2905325054897292,239,0.12827841291190317,0.12222595830531272,26.5
strategy,0.940018280895941,0.7219492890865863,-0.9321500880223756,6194253.710537207,1.302055830105819,239,0.12794216543375925,0.12256220578345663,27.0
strategy,0.9663560358405285,0.7183472135560202,-0.9321500880223756,8515179.498788683,1.3452492299048466,239,0.12710154673839946,0.12340282447881641,27.5
strategy,0.9663560358405285,0.7183472135560202,-0.9321500880223756,8515179.498788683,1.3452492299048466,239,0.12710154673839946,0.12340282447881641,28.0
strategy,0.9796606480028951,0.7139088851999076,-0.9321500880223756,9984040.06510206,1.3722488517965037,238,0.1230665770006725,0.1274377942165434,28.5
strategy,0.9830058048834485,0.7138826233803058,-0.9321500880223756,10389869.362060245,1.3769851971306115,238,0.12289845326160054,0.12760591795561532,29.0
