Date,gspc_open,gspc_close_sma160_prev,signal_below_prev_close_sma_open,tqqq_open,tqqq_peak_open,tqqq_drawdown_from_peak,target_regime_at_open,overnight_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2019-05-22,2856.06005859375,2751.0380569458007,False,6.752708824038846,8.637991164221006,-0.2182547196842588,above,above,-0.0171964128133116,0.004241743655049,-0.01302761193320312,34.96938717997731
2019-05-23,2836.699951171875,2750.6110565185545,False,6.547430354904805,8.637991164221006,-0.24201932712960028,above,above,-0.034494850886739,-0.0131243385470772,-0.04716646733264762,33.3200047219102
2019-05-24,2832.409912109375,2749.978619384766,False,6.572493209061375,8.637991164221006,-0.23911785922113782,above,above,0.0171776758567543,-0.0183402637939024,-0.0014776310437271123,33.270770048555974
2019-05-28,2830.030029296875,2749.3570571899413,False,6.509239957567297,8.637991164221006,-0.24644053995691773,above,above,0.0088791745799201,-0.0194353017142916,-0.010728696571306151,32.913818052011315
2019-05-29,2790.25,2748.736930847168,False,6.264577017862784,8.637991164221006,-0.27476459529028263,above,above,-0.0185114959052499,-0.0066679801414817,-0.025056041759646375,32.089128052430716
2019-05-30,2786.93994140625,2748.095993041992,False,6.269349612918219,8.637991164221006,-0.27421208314194845,above,above,0.0074796929413369,0.0043784417967087,0.011890884138246571,32.47069615619953
2019-05-31,2766.14990234375,2747.498681640625,False,6.071231946319241,8.637991164221006,-0.2971477012541308,above,above,-0.0358225866280813,-0.0127776238417459,-0.04814248293285517,30.90747622068177
2019-06-03,2751.530029296875,2746.6969314575194,False,5.945917277937217,8.637991164221006,-0.3116550868255683,above,above,-0.0079648798814834,-0.0564030788940962,-0.06391871502724233,28.931910055920742
2019-06-04,2762.639892578125,2746.43924407959,False,5.776443134914358,8.637991164221006,-0.3312747113193776,above,above,0.0295682100461491,0.0499999605919716,0.08104657997520337,31.276742418103314
2019-06-05,2818.090087890625,2746.9073684692385,False,6.240707019331224,8.637991164221006,-0.2775279690976593,above,above,0.0289256864221938,-0.006693484082813,0.022038588717729457,31.966037680686256
2019-06-06,2828.510009765625,2747.2762435913087,False,6.2299655867104295,8.637991164221006,-0.2787714795871452,above,above,0.0050058019236773,0.0180076362637979,0.02310358084772557,32.704567616623436
2019-06-07,2852.8701171875,2747.855618286133,False,6.4447910050995665,8.637991164221006,-0.25390164419312966,above,above,0.0161835376089196,0.040185151276765,0.05701902679269244,34.569350233799106
2019-06-10,2885.830078125,2748.2519943237303,False,6.845800337408945,8.637991164221006,-0.2074777332761587,above,above,0.0211857366357928,0.0149930369804835,0.03649641214911559,35.831007487658965
2019-06-11,2903.27001953125,2748.736494445801,False,7.168039819952556,8.637991164221006,-0.17017282332460149,above,above,0.0316042385332968,-0.0269730720869156,0.003778703042170539,35.96640222465662
2019-06-12,2882.72998046875,2749.46736907959,False,6.913829148443342,8.637991164221006,-0.19960219720057482,above,above,-0.0087267773065788,-0.0082858543018762,-0.016940322803167818,35.357119760902364
2019-06-13,2886.239990234375,2750.167744445801,False,6.937697399125762,8.637991164221006,-0.19683902573759815,above,above,0.0118361748083077,0.0044727045717503,0.016361819093235308,35.9356265580881
2019-06-14,2886.820068359375,2751.016244506836,False,6.858928504481272,8.637991164221006,-0.20595791613085945,above,above,-0.0157559845524823,0.0027840585351244,-0.013015791600630489,35.467895931769945
2019-06-17,2889.75,2751.9305572509766,False,6.920991323545632,8.637991164221006,-0.19877304896852332,above,above,0.0062470208888263,0.011898579181542,0.01821993074306283,36.114118539248956
2019-06-18,2906.7099609375,2753.3903686523436,False,7.250389727516514,8.637991164221006,-0.16063936745524898,above,above,0.0352757963056458,0.0077366456082819,0.04328535824849444,37.677331098048946
2019-06-19,2920.550048828125,2754.7164932250976,False,7.343481135378874,8.637991164221006,-0.1498623932615326,above,above,0.0050636824686891,0.0066634138720325,0.011760837752727182,38.12044807604888
2019-06-20,2949.60009765625,2756.390055847168,False,7.696752231210156,8.637991164221006,-0.10896502614051162,above,above,0.0411690214364506,-0.0131803148127971,0.027446085960586286,39.166705170800185
2019-06-21,2952.7099609375,2758.345867919922,False,7.555921330753074,8.637991164221006,-0.12526868954785686,above,above,-0.0051854763759301,0.0006317659131651,-0.0045569864699828155,38.98822302526304
2019-06-24,2951.419921875,2760.019805908203,False,7.601273706793678,8.637991164221006,-0.12001835122516269,above,above,0.0053670731348038,-0.0056523285196512,-0.00031559184539431406,38.97591866000985
2019-06-25,2945.780029296875,2761.4798690795897,False,7.5404067918526385,8.637991164221006,-0.12706477136890548,above,above,-0.002368521746196,-0.0489078844201075,-0.05116056677849401,36.98188857065127
2019-06-26,2926.070068359375,2762.586180114746,False,7.306484998312551,8.637991164221006,-0.15414534937516733,above,above,0.0188051685792922,-0.0060438212872316,0.01264769221389117,37.44962411478129
2019-06-27,2919.659912109375,2763.778179931641,False,7.341094179160021,8.637991164221006,-0.1501387255908292,above,above,0.0108461492096163,0.0,0.010846149209616351,37.85580832577425
2019-06-28,2932.93994140625,2764.9444915771483,False,7.397188764459008,8.637991164221006,-0.14364478686913507,above,above,0.0076411749978946,-0.0033881749923142,0.004227110367540643,38.01582900561976
2019-07-01,2971.409912109375,2766.1089294433596,False,7.793424444203554,8.637991164221006,-0.09777351052588357,above,above,0.0571475123288753,-0.016385905739945,0.03982519283863706,39.52981672668922
2019-07-02,2964.659912109375,2767.0491806030273,False,7.65736754677863,8.637991164221006,-0.1135244987867281,above,above,-0.0010898619795551,0.0132481051372363,0.012143804551591142,40.00985909497835
2019-07-03,2978.080078125,2768.0878051757813,False,7.80774560034236,8.637991164221006,-0.09611558383129226,above,above,0.0063066917888963,0.0157444024476571,0.02215038933019131,40.896093050978216
2019-07-05,2984.25,2769.430368041992,False,7.768361076645149,8.637991164221006,-0.10067503786967369,above,above,-0.0204664590807677,0.0142879145413994,-0.006470967557679286,40.6314557596095
2019-07-08,2979.77001953125,2771.0815551757814,False,7.732556326813196,8.637991164221006,-0.10482006987436698,above,above,-0.0186307678192917,-0.0024695733886157,-0.021054331159491513,39.775987634554454
2019-07-09,2965.52001953125,2772.6676177978516,False,7.598885140049953,8.637991164221006,-0.12029487000115058,above,above,-0.0148539135862801,0.0303125547460298,0.015008381090972911,40.37296081524367
2019-07-10,2989.300048828125,2774.4054290771483,False,7.972445944530528,8.637991164221006,-0.0770486108445213,above,above,0.0182928898370384,0.0110778118257894,0.02957334685419255,41.5669243889636
2019-07-11,2999.6201171875,2776.0483673095705,False,8.100148458408695,8.637991164221006,-0.06226478999423879,above,above,0.0048860457668522,-0.0075143968703634,-0.002665066790530024,41.4561457591901
2019-07-12,3003.360107421875,2777.6961166381834,False,8.061956224154358,8.637991164221006,-0.06668621547711395,above,above,0.0028205876542555,0.0139155406298279,0.016775378286186138,42.15158828658779
2019-07-15,3017.800048828125,2779.7151168823243,False,8.230238722127792,8.637991164221006,-0.047204544938891035,above,above,0.0068626179667716,0.001595136482192,0.008468701261245881,42.50855749547393
2019-07-16,3012.1298828125,2782.0426803588866,False,8.21710934993137,8.637991164221006,-0.048724501598583436,above,above,-0.0031853156600463,-0.0110385207418143,-0.014188675228878012,41.90541737872256
2019-07-17,3005.10009765625,2784.2558685302733,False,8.129984063904882,8.637991164221006,-0.058810791844788546,above,above,0.0004404710494707,-0.0152671883968695,-0.0148334421018943,41.28381579627956
2019-07-18,2978.8701171875,2786.4549926757813,False,7.887706659534953,8.637991164221006,-0.08685867934129976,above,above,-0.0147586112570388,0.0193676271692808,0.004323176631879422,41.46229302400485
2019-07-19,3004.260009765625,2788.465368652344,False,8.199205512851915,8.637991164221006,-0.050797186872170386,above,above,0.0197417110960433,-0.0430858692279517,-0.024194746914528387,40.45912333779304
2019-07-22,2981.929931640625,2790.3056198120116,False,7.905611721575835,8.637991164221006,-0.08478585225679824,above,above,0.0076059896667244,0.0158514958577937,0.02357805183821471,41.41307064518025
2019-07-23,2994.739990234375,2791.8133697509766,False,8.164596176811381,8.637991164221006,-0.05480382862284594,above,above,0.0166442398955299,0.0026310870654278,0.019319119405260876,42.21313470191299
