cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_gspc_profit_exit_only,uvix_rsi_exit_only,uvix_rsi_and_gspc_profit_exit,low_rsi_entries,low_rsi_exits,skipped_uvix_entry_days,start,end,alpha_drawdown_pct,uvix_entry_rsi,uvix_entry_min_bb_z,uvix_exit_rsi,uvix_gspc_profit_exit_pct,low_rsi_entry,low_rsi_exit,uvix_day_share,low_rsi_day_share,base_reentry_rule,transition_policy,series_note
0.6863543763718472,0.6039226051497248,-0.8113006418682186,100820562.17268251,160,159,79,19,61,52,52,132,1991-01-02,2026-04-17,100.0,67.5,1.6,66.0,0.1,30.0,32.5,0.09076682316118936,,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day,"1991-01-02 to 2005-12-19: synthetic canonical (UVIX→Cash, wait_mix→Cash, TQQQ→TQQQ_CC_RETURN_REBUILT, alpha=100). 2005-12-20 onward: actual canonical from_20051220."
