cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_gspc_profit_exit_only,uvix_rsi_exit_only,uvix_rsi_and_gspc_profit_exit,low_rsi_entries,low_rsi_exits,skipped_uvix_entry_days,start,end,alpha_drawdown_pct,uvix_entry_rsi,uvix_entry_min_bb_z,uvix_exit_rsi,uvix_gspc_profit_exit_pct,low_rsi_entry,low_rsi_exit,uvix_day_share,low_rsi_day_share,base_reentry_rule,transition_policy
1.130173760938745,0.5657832949760524,-0.6963385654929727,4593391.712585435,160,159,79,19,61,32,32,132,2005-12-20,2026-04-17,94.0,67.5,1.6,66.0,0.1,30.0,32.5,0.09076682316118936,0.014475743348982786,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
