Date,signal_date,gspc_prev_close_rsi14,GSPC_CLOSE_BB20_Z,GSPC_SIGNAL_CLOSE,base_target_regime_at_open,selected_leg,action,strategy_return,strategy_equity
2012-09-17,2012-09-14,74.74044131619445,3.179228483747433,1465.77001953125,TQQQ,UVIX,,-0.007011199020750869,14.066749299599335
2012-09-18,2012-09-17,71.44656581187269,2.2264952580732675,1461.18994140625,TQQQ,TQQQ,exit_uvix_gspc_profit,0.032244242514983146,14.520320975413085
2012-09-19,2012-09-18,70.08840876095292,1.80569997003639,1459.3199462890625,TQQQ,UVIX,enter_uvix_prev_close,0.04050043299628103,15.108400262162297
2012-09-20,2012-09-19,70.64440967629858,1.6687780676188,1461.050048828125,TQQQ,UVIX,,0.0001801561768843829,15.111122133792367
2012-09-21,2012-09-20,70.00449317421942,1.4427564934877795,1460.260009765625,TQQQ,TQQQ,exit_uvix_gspc_profit,-0.016828200997597964,14.856829133225657
2012-09-24,2012-09-21,69.90955235027596,1.2879026012826107,1460.1500244140625,TQQQ,TQQQ,,-0.018470103585291997,14.582421960185995
2012-09-25,2012-09-24,67.00869112668238,1.0272969083930363,1456.8900146484375,TQQQ,TQQQ,,-0.04014467203499883,13.997015413118364
2012-09-26,2012-09-25,55.39169851565104,0.2820020172173422,1441.5899658203125,TQQQ,TQQQ,,-0.026302990092028855,13.628852055389137
2012-09-27,2012-09-26,50.314181452069384,-0.1376778165670628,1433.3199462890625,TQQQ,TQQQ,,0.042450835234437045,14.20740820842698
2012-09-28,2012-09-27,57.35436631092052,0.42747247336402117,1447.1500244140625,TQQQ,TQQQ,,-0.023981992263424456,13.86668625468917
2012-10-01,2012-09-28,53.52734349801957,0.05404445705779177,1440.6700439453125,TQQQ,TQQQ,,-0.004288885305794077,13.807213627771377
2012-10-02,2012-10-01,55.41595352483792,0.15139791991381432,1444.489990234375,TQQQ,TQQQ,,0.006459844997141362,13.896406087649199
2012-10-03,2012-10-02,56.050408738895115,0.13023880026531734,1445.75,TQQQ,TQQQ,,0.018923477897176744,14.15937442109902
2012-10-04,2012-10-03,58.68361599493333,0.3630709560010668,1450.989990234375,TQQQ,TQQQ,,0.01162822728263846,14.324022845047537
2012-10-05,2012-10-04,63.37800009431158,1.1632797250775062,1461.4000244140625,TQQQ,TQQQ,,-0.01724146527094761,14.07705570262439
2012-10-08,2012-10-05,63.02981859831658,1.017534152313628,1460.9300537109375,TQQQ,TQQQ,,-0.02647802096649432,13.704323126583793
2012-10-09,2012-10-08,59.26230221320587,0.4745956062375512,1455.8800048828125,TQQQ,TQQQ,,-0.05139291445851879,13.00001802042737
2012-10-10,2012-10-09,50.07152487668581,-1.0118732828317014,1441.47998046875,TQQQ,TQQQ,,-0.012137764947422025,12.842226857383173
2012-10-11,2012-10-10,45.376996407986226,-2.036114791331565,1432.56005859375,TQQQ,TQQQ,,-0.008902610275233647,12.727897516605752
2012-10-12,2012-10-11,45.549516881213314,-1.9156806512763815,1432.8399658203125,TQQQ,TQQQ,,-0.00017933433941841326,12.725614967512426
2012-10-15,2012-10-12,43.31265400466654,-2.0701973157879503,1428.5899658203125,TQQQ,TQQQ,,0.01994529645333487,12.979431130590457
2012-10-16,2012-10-15,50.43085213615938,-0.7824987973767822,1440.1300048828125,TQQQ,TQQQ,,0.04351620124358324,13.544246667696461
2012-10-17,2012-10-16,57.75282833173701,0.6566419790645558,1454.9200439453125,TQQQ,TQQQ,,-0.0030393376932934535,13.503081128272067
2012-10-18,2012-10-17,60.30988688472963,1.2492424227585237,1460.9100341796875,TQQQ,TQQQ,,-0.03420682761456606,13.041183559851763
2012-10-19,2012-10-18,58.05453512860287,0.9167786464773443,1457.3399658203125,TQQQ,TQQQ,,-0.0722433896534439,12.099044254395306
2012-10-22,2012-10-19,45.625011489289655,-1.3496239475350573,1433.18994140625,TQQQ,TQQQ,,0.015687223550995055,12.288844666367387
2012-10-23,2012-10-22,45.95011683974962,-1.1609695217682663,1433.8199462890625,TQQQ,TQQQ,,-0.029587556522931435,11.925247780199717
2012-10-24,2012-10-23,37.92318170599091,-3.0135318966472755,1413.1099853515625,TQQQ,TQQQ,,-0.009970206733255216,11.806350594485833
2012-10-25,2012-10-24,36.47844123292141,-2.7519074612308048,1408.75,TQQQ,TQQQ,,0.0,11.806350594485833
2012-10-26,2012-10-25,38.904511112144455,-2.0066674666143745,1412.969970703125,TQQQ,TQQQ,,0.010459254981942223,11.929836225759766
2012-10-31,2012-10-26,38.517816039138125,-1.8029457501786694,1411.93994140625,TQQQ,TQQQ,,-0.019360132048413914,11.698873021113105
2012-11-01,2012-10-31,38.65811894148281,-1.5808893610325574,1412.1600341796875,TQQQ,TQQQ,,0.042415663429220096,12.195088481677821
2012-11-02,2012-11-01,47.673462282748616,-0.5507987732200206,1427.5899658203125,TQQQ,TQQQ,,-0.03656563040209915,11.749167383535895
2012-11-05,2012-11-02,41.916283874621065,-1.2444834428165543,1414.199951171875,TQQQ,TQQQ,,0.02452296679353272,12.037291825134004
2012-11-06,2012-11-05,43.59277441467263,-0.9554767530641951,1417.260009765625,TQQQ,TQQQ,,0.006080376708847313,12.110483093985147
2012-11-07,2012-11-06,49.32224360458971,-0.2352904676056492,1428.3900146484375,TQQQ,TQQQ,,-0.07175348144021931,11.241513770068794
2012-11-08,2012-11-07,37.0070719852481,-2.224886649155294,1394.530029296875,TQQQ,TQQQ,,-0.046785339682178684,10.715575729794237
2012-11-09,2012-11-08,32.60068762994865,-2.9410582146462554,1377.510009765625,wait_mix,wait_mix,,0.003920015230586271,10.75758094985953
2012-11-12,2012-11-09,33.76829738388169,-2.2396537892064816,1379.8499755859375,wait_mix,wait_mix,,0.0019802213809019253,10.778883341663226
2012-11-13,2012-11-12,33.86324026539661,-1.8958811926107944,1380.030029296875,wait_mix,wait_mix,,0.004078783293819832,10.822848070963236
2012-11-14,2012-11-13,32.338279415633,-1.8855013026258425,1374.530029296875,wait_mix,wait_mix,,0.001452406449437893,10.838567245302789
2012-11-15,2012-11-14,27.68953496333455,-2.391414834673509,1355.489990234375,wait_mix,low_rsi_tqqq_priority,enter_low_rsi_tqqq_priority,-0.018286834258242624,10.64036416249112
2012-11-16,2012-11-15,27.211619994802092,-2.0947906298406456,1353.3299560546875,wait_mix,low_rsi_tqqq_priority,,0.011275397999035652,10.760338503277882
2012-11-19,2012-11-16,31.09537598325447,-1.6239039724300037,1359.8800048828125,wait_mix,low_rsi_tqqq_priority,,0.07201579066654018,11.535252788431055
2012-11-20,2012-11-19,44.29469008996751,-0.5452775341789018,1386.8900146484375,TQQQ,TQQQ,exit_low_rsi_tqqq_priority,0.00020985585525945538,11.537673528770606
2012-11-21,2012-11-20,44.683401223096745,-0.43126938723380454,1387.81005859375,TQQQ,TQQQ,,0.007068597851302094,11.6192287030851
2012-11-23,2012-11-21,46.100954820744995,-0.2257419434126733,1391.030029296875,TQQQ,TQQQ,,0.045839389481935555,12.151847053085502
2012-11-26,2012-11-23,53.346327011224254,0.6517035605044443,1409.1500244140625,TQQQ,TQQQ,,0.01283371275662648,12.30780036762726
2012-11-27,2012-11-26,52.15463788036569,0.5378869252756316,1406.2900390625,TQQQ,TQQQ,,-0.011306838436858424,12.168638057357393
2012-11-28,2012-11-27,49.11786758043548,0.21800301317099946,1398.93994140625,TQQQ,TQQQ,,0.02681471050670292,12.494936564126279
