cagr,annualized_vol,max_drawdown,final_multiple,filter_name,uvix_entries,uvix_exits,skipped_uvix_entry_days,uvix_day_share,low_rsi_entries,low_rsi_exits,episode_count,episode_win_rate,episode_avg_return_pct,episode_median_return_pct,cagr_delta_vs_baseline,mdd_delta_vs_baseline,episode_win_rate_delta_vs_baseline
1.2067517432340442,0.6306481523337262,-0.6568036304375768,355244.52569269954,skip_bb20_z_lte_1p60,99,98,69,0.07028753993610223,11,11,87,0.7126436781609196,4.587519790710594,3.6407004553887123,0.14219383036125288,4.440892098500626e-16,0.04254058537741445
1.1984548139993931,0.6296017044724316,-0.6568036304375773,334281.42462026776,skip_bb20_z_lte_1p60_or_vix3m_ret10_gte_2p03,96,95,78,0.06782993364463014,11,11,86,0.7209302325581395,4.468955140266784,3.5407085720231546,0.1338969011266018,0.0,0.05082713977463438
1.175953870595288,0.6304789430436027,-0.6493805487564677,283119.9655461371,skip_bb20_z_lte_1p60_or_spy_ret5_gte_2p41,91,91,87,0.06537232735315802,11,11,82,0.7317073170731707,4.69841943882084,3.762289873500757,0.11139595772249677,0.007423081681109611,0.06160422428966561
1.1614477412367954,0.6360360359837673,-0.6297358453228312,254135.22497001285,skip_uvix_open_gap_gte_0p92,110,109,39,0.07815188006881298,11,11,91,0.7582417582417582,4.57357367810267,3.846813831535645,0.09688982836400406,0.027067785114746057,0.08813866545825311
1.1567590936573708,0.6274751927162607,-0.6568036304375774,245378.64480546233,skip_bb20_z_lte_1p60_or_fng_prev_value_lte_41p8,95,95,81,0.0670926517571885,11,11,83,0.7108433734939759,4.548907093551493,3.440716688657597,0.0922011807845795,-1.1102230246251565e-16,0.040740280710470755
1.1006186919124414,0.6355935307186222,-0.6568036304375775,160281.8585368053,skip_vix3m_vix_ratio_gte_26p7,122,121,25,0.08208405013516834,11,11,92,0.6847826086956522,3.985778421318535,3.2087335467704703,0.036060779039650104,-2.220446049250313e-16,0.014679515912147112
1.0778624141071322,0.6385317846079306,-0.6568036304375771,134432.04581938824,skip_xly_prev_close_ret5_gte_3p61,123,123,14,0.08478741705578766,11,11,92,0.6847826086956522,3.814284441164632,3.3686812272956668,0.013304501234340904,2.220446049250313e-16,0.014679515912147112
1.073806731083053,0.6368317081769286,-0.6568036304375773,130257.30982414418,skip_vix3m_prev_close_ret10_gte_2p03,114,113,20,0.08355861391005161,11,11,94,0.6914893617021277,3.553885616050094,3.2087335467704703,0.009248818210261689,0.0,0.02138626891862261
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,baseline_no_loss_filter,127,126,0,0.08871958712214303,11,11,97,0.6701030927835051,3.6372703711577845,3.0941502907246177,0.0,0.0,0.0
1.0630399293018868,0.6364884099294905,-0.6568036304375771,119756.7072656506,skip_bb20_z_lte_1p60_and_vix3m_ret10_gte_0p90,114,113,21,0.0833128532809044,11,11,93,0.6881720430107527,3.600225965161931,3.323316802816323,-0.0015179835709044909,2.220446049250313e-16,0.018068950227247638
1.0467687705770121,0.640030671613598,-0.6493805487564679,105383.66739013506,skip_spy_prev_close_ret5_gte_2p41,120,120,19,0.08355861391005161,11,11,92,0.6847826086956522,3.790669810797414,3.2087335467704703,-0.017789142295779214,0.007423081681109389,0.014679515912147112
1.0467639350270725,0.6361657791693733,-0.6568036304375768,105379.64735565954,skip_uvix_prev_close_ret10_gte_minus5p99,111,110,25,0.08232981076431556,11,11,91,0.6923076923076923,3.574712448639438,3.0941502907246177,-0.01779397784571879,4.440892098500626e-16,0.022204599524187185
1.0391388445187002,0.6371258230441805,-0.6568036304375771,99216.3883034197,skip_fng_prev_value_lte_41p8,124,124,15,0.08478741705578766,11,11,92,0.6739130434782609,3.727324991352991,3.2087335467704703,-0.025419068354091134,2.220446049250313e-16,0.0038099506947557593
0.9258938410658526,0.621549926848861,-0.6568036304375771,39437.4445408946,skip_fng_prev_sma20_ratio_lte_35p3,68,68,163,0.04669451953797002,11,11,53,0.6792452830188679,5.127295184109877,3.8826037387484247,-0.13866407180693874,2.220446049250313e-16,0.00914219023536278
0.8232463918243611,0.6181942504118161,-0.6568036304375777,16286.37867190038,skip_uvix_open_sma20_ratio_gte_minus18p2,67,66,140,0.05136397149176702,11,11,56,0.7142857142857143,4.166110443499481,3.7437571434621786,-0.24131152104843023,-4.440892098500626e-16,0.044182621502209196
