Date,signal_source,signal_price,signal_sma,signal_below_sma,drawdown_trigger,target_regime,realized_regime,strategy_return,strategy_equity,tecl_buy_hold_return,tecl_buy_hold_equity
2017-06-08,TECH_UNDERLIER,13.590611489465322,12.097443961511864,False,False,above,above,0.007480337389675684,1500749.0936497587,0.008276062691878527,0.9485554468609323
2017-06-09,TECH_UNDERLIER,13.254630852237797,12.110444161467196,False,False,above,above,0.008276062691878527,1513169.387233584,-0.07592919002863252,0.8765324000835342
2017-06-12,TECH_UNDERLIER,13.176549556317186,12.123279000751554,False,False,above,above,-0.07592919002863252,1398275.6612848158,-0.01789674554559295,0.8608453227567713
2017-06-13,TECH_UNDERLIER,13.271193131734298,12.136514716637851,False,False,above,above,-0.01789674554559295,1373251.0775722058,0.021282096940227868,0.8791659163662227
2017-06-14,TECH_UNDERLIER,13.207309064529243,12.14867649075956,False,False,above,above,0.021282096940227868,1402476.7401283698,-0.013545081327650532,0.8672575425285438
2017-06-15,TECH_UNDERLIER,13.148156088033202,12.160717891858067,False,False,above,above,-0.013545081327650532,1383480.0786231929,-0.013863511367683268,0.8552343077289903
2017-06-16,TECH_UNDERLIER,13.125111927412684,12.173011265822867,False,False,above,above,-0.013863511367683268,1364300.1868262368,-0.007363594891215519,0.8489367087498049
2017-06-19,TECH_UNDERLIER,13.319910606039219,12.186610140894718,False,False,above,above,-0.007363594891215519,1354254.0329404387,0.04572418702010306,0.8877536495889117
2017-06-20,TECH_UNDERLIER,13.213010508569962,12.199614192341675,False,False,above,above,0.04572418702010306,1416176.1976153362,-0.022442784180274344,0.8678299860259369
2017-06-21,TECH_UNDERLIER,13.286656468772566,12.213107890163068,False,False,above,above,-0.022442784180274344,1384393.2608510137,0.015041610977111874,0.8808835470700115
2017-06-22,TECH_UNDERLIER,13.291406353276997,12.227232583483357,False,False,above,above,0.015041610977111874,1405216.76572007,0.0012999074912460884,0.8820286141917633
2017-06-23,TECH_UNDERLIER,13.37455010419421,12.242316934982039,False,False,above,above,0.0012999074912460884,1407043.4175206542,0.017006333851028455,0.8970286872708684
2017-06-26,TECH_UNDERLIER,13.303285021126584,12.257615844856934,False,False,above,above,0.017006333851028455,1430972.0676219023,-0.01557335571628804,0.8830589404362842
2017-06-27,TECH_UNDERLIER,13.084729006800876,12.271666117220247,False,False,above,above,-0.01557335571628804,1408687.0305927543,-0.048365995740203394,0.8403489154847944
2017-06-28,TECH_UNDERLIER,13.248643544677337,12.285274209906891,False,False,above,above,-0.048365995740203394,1340554.4796718254,0.0365170106794519,0.8710359458060185
2017-06-29,TECH_UNDERLIER,13.01108304659827,12.297060237945853,False,False,above,above,0.0365170106794519,1389507.5219223886,-0.052845954096885306,0.8250052201972166
2017-06-30,TECH_UNDERLIER,12.999207346190063,12.308860033676389,False,False,above,above,-0.052845954096885306,1316077.6712016012,-0.0022207512957233,0.8231730887854851
2017-07-03,TECH_UNDERLIER,12.908935801074824,12.321210289783169,False,False,above,above,-0.0022207512957233,1313154.9900080077,-0.021977798348504995,0.8050815566342417
2017-07-05,TECH_UNDERLIER,13.037216313696783,12.334156989243263,False,False,above,above,-0.021977798348504995,1284294.7344372787,0.02858761651505226,0.8280969194386428
2017-07-06,TECH_UNDERLIER,12.91843754837794,12.347402602783003,False,False,above,above,0.02858761651505226,1321009.6597976724,-0.026133914815282377,0.8064555050872356
2017-07-07,TECH_UNDERLIER,13.068098476152601,12.360630294213234,False,False,above,above,-0.026133914815282377,1286486.505878355,0.03265656108189652,0.8327915685489486
2017-07-10,TECH_UNDERLIER,13.163123862360779,12.373821207916844,False,False,above,above,0.03265656108189652,1328498.731038607,0.021999302671448895,0.8511124023276877
2017-07-11,TECH_UNDERLIER,13.191633060858637,12.386750319104582,False,False,above,above,0.021999302671448895,1357724.776721361,0.008879234787948054,0.8586696291788898
2017-07-12,TECH_UNDERLIER,13.362674403786,12.400807126021105,False,False,above,above,0.008879234787948054,1369780.3337912844,0.03707148407675431,0.8905017866641876
2017-07-13,TECH_UNDERLIER,13.388800746854626,12.414323228024926,False,False,above,above,0.03707148407675431,1420560.1236240792,0.005400629145179137,0.8953110565670802
2017-07-14,TECH_UNDERLIER,13.507582479614852,12.428361710990917,False,False,above,above,0.005400629145179137,1428232.0420302027,0.025194930594065523,0.9178683564973873
2017-07-17,TECH_UNDERLIER,13.509959400161321,12.442693717184714,False,False,above,above,0.025194930594065523,1464216.2492013741,0.0023704419101089336,0.9200441101175915
2017-07-18,TECH_UNDERLIER,13.571722735925832,12.457118431192999,False,False,above,above,0.0023704419101089336,1467687.0887639436,0.012819008487749972,0.9318381633742933
2017-07-19,TECH_UNDERLIER,13.640613865888369,12.471915033610232,False,False,above,above,0.012819008487749972,1486501.3820121696,0.014008012660563063,0.9448913641644362
2017-07-20,TECH_UNDERLIER,13.669123064386227,12.486845820017429,False,False,above,above,0.014008012660563063,1507324.3121913406,0.008240532921939936,0.95267777255849
2017-07-21,TECH_UNDERLIER,13.652490555443702,12.502508630938221,False,False,above,above,0.008240532921939936,1519745.4678099938,-0.0057691637447846444,0.9471816184925833
2017-07-24,TECH_UNDERLIER,13.685755573328752,12.519816671729043,False,False,above,above,-0.0057691637447846444,1510977.8073558037,0.009187502967467953,0.955883852423215
2017-07-25,TECH_UNDERLIER,13.659620327935983,12.536712034156263,False,False,above,above,0.009187502967467953,1524859.9204446634,-0.006109169199722042,0.9500441962334795
2017-07-26,TECH_UNDERLIER,13.711883894691631,12.553274023090795,False,False,above,above,-0.006109169199722042,1515544.2931847922,0.0107269150065894,0.9602352395789795
2017-07-27,TECH_UNDERLIER,13.659620327935984,12.569304061064699,False,False,above,above,0.0107269150065894,1531801.408006507,-0.011924985493326878,0.9487844482768188
