n_rows,n_combos,workers,reference_daily_path,tqqq_tmf_gld_ohlc_path,uvix_ohlc_path,backtest_start,bb_window_min,bb_window_max,rsi_entry_min,rsi_entry_max,rsi_entry_step,rsi_exit_gap_min,rsi_exit_gap_max,rsi_exit_gap_step,bb_min_z_min,bb_min_z_max,bb_min_z_step
4069,36288,8,/Users/harukishibuya/Documents/uvix_backtest/tecl_sma160_rotation/output/prev_close_sma_same_open_running_dd_alpha54p5_uvix_ohlc_open_implied_rsi14_fixed_entry69p5_exit_opt_from_20100212_exit45to68p5step0p1_daily_path.csv,/Users/harukishibuya/Documents/uvix_backtest/tecl_sma160_rotation/output/next_open_ohlc_series_tqqq_tmf_gld.csv,/Users/harukishibuya/Documents/uvix_backtest/uvix_backtest/output/uvix_ohlc_series.csv,2010-02-12,15,30,69.5,75.0,0.5,1.0,5.0,0.5,1.0,2.0,0.05
