series,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share,n_pct
strategy,0.970149866301127,0.6410940901418499,-0.913158695085033,2205061.186089306,1.5132722032837167,232,0.1633818382759256,0.1007552035365629,20.0
strategy,1.0006480467967105,0.6185756836134557,-0.9096628720620302,3069878.2266159854,1.6176646986046246,224,0.12120095781911955,0.14293608399336893,30.0
strategy,1.0011229280410605,0.5997562415232968,-0.8948607014835461,3085612.0325872353,1.6692163561288644,221,0.09486093203168171,0.1692761097808068,40.0
strategy,0.9907928026321355,0.5778373751451552,-0.86964037921712,2760110.350243916,1.7146568312291053,219,0.06502118253822067,0.1991158592742678,50.0
strategy,0.9566166058373327,0.5427151758624538,-0.8551072004638581,1900819.9957252902,1.7626494492569311,216,0.035918216982869774,0.22821882482961872,60.0
