n_pct,start_equity,equity_2005_12_30,equity_2010_12_31,equity_2020_12_31,equity_end
20.0,1.0,8.564255306250514,24.237378650081236,188017.34605673945,2205049.692766309
30.0,1.0,8.472602584685134,25.657424196689487,204039.13719520764,3069862.2256532116
40.0,1.0,7.026948393381696,22.804134529452288,196571.98297184287,3085595.9496159484
50.0,1.0,7.677130988901344,24.222090265885658,160922.7449433699,2760095.9638677333
60.0,1.0,5.253352705290473,18.76700208234915,162801.8351519477,1900810.0881824568
